Name;Tracks;Scrobbles;Rank
"TC & the Groove Family";"3";"14";"1121"
"Ashnikko";"1";"1";"7883"
"Crihan";"1";"2";"5260"
"Waajeed";"2";"3";"3989"
"Jennifer Loveless";"1";"2";"5261"
"Gallegos";"3";"8";"1943"
"Social Lovers";"2";"8";"1944"
"Loz Goddard";"2";"4";"3305"
"Kai Alcé";"2";"4";"3306"
"Soichi Terada";"2";"3";"3990"
"James Bangura";"1";"1";"7884"
"Martin Georgi";"1";"3";"3991"
"ASH LAURYN";"1";"1";"7885"
"AceMo";"1";"1";"7886"
"High John";"1";"1";"7887"
"Aroma Pitch";"1";"1";"7888"
"J Boogie's Dubtronic Science";"2";"2";"5262"
"_Tillus";"1";"9";"1762"
"Klaus Layer";"1";"1";"7889"
"goodmood";"1";"1";"7890"
"Peace Orchestra";"9";"13";"1221"
"Sensorama";"1";"2";"5263"
"Quetzal";"1";"3";"3992"
"Alan Hawkshaw";"1";"4";"3307"
"Moonshine";"1";"3";"3993"
"Magugu";"1";"4";"3308"
"DJ Merci";"1";"1";"7891"
"Any Other";"1";"3";"3994"
"Kessoncoda";"2";"5";"2797"
"Abdullah Ibrahim";"1";"2";"5264"
"Simrit";"1";"1";"7892"
"Ami Warning";"1";"1";"7893"
"Satori";"1";"5";"2798"
"Food-Spotter";"1";"1";"7894"
"Depart";"1";"4";"3309"
"Gobi Desert Collective";"1";"5";"2799"
"Amentia";"1";"4";"3310"
"Ampermut";"2";"5";"2800"
"Lisandro (Ar)";"1";"4";"3311"
"Tuba Twooz";"1";"4";"3312"
"Zuma Dionys";"1";"4";"3313"
"Pandhora";"1";"3";"3995"
"Uone";"1";"3";"3996"
"Yemanjo";"1";"3";"3997"
"Kalaman";"1";"3";"3998"
"Ben & Vincent";"1";"3";"3999"
"Cafe De Anatolia";"2";"4";"3314"
"Kyong Sono";"1";"3";"4000"
"Nhii";"2";"4";"3315"
"VHOOR";"1";"2";"5265"
"Marehemu George Mukabi";"1";"1";"7895"
"Arthur Prysock";"1";"1";"7896"
"Baro Sura";"1";"1";"7897"
"Lau Ro";"1";"4";"3316"
"Joyful Joyful";"1";"3";"4001"
"Astrocolor";"16";"54";"265"
"ELWD";"1";"2";"5266"
"Swooping";"1";"2";"5267"
"opek";"1";"3";"4002"
"OAKK";"1";"3";"4003"
"Ultraflex";"1";"2";"5268"
"Tom Caruana";"1";"3";"4004"
"sumohair";"1";"4";"3317"
"Tropics";"1";"2";"5269"
"RIP SWIRL";"2";"4";"3318"
"KAYYAK";"2";"4";"3319"
"Thes One";"1";"3";"4005"
"POLLENA";"1";"6";"2441"
"drwncvnt";"1";"3";"4006"
"OSQUELLO";"1";"4";"3320"
"Flabaire";"1";"2";"5270"
"Marek Hunhap";"1";"1";"7898"
"Bloom";"1";"1";"7899"
"anut";"1";"1";"7900"
"Ibelisse Guardia Ferragutti";"1";"2";"5271"
"Tukan";"1";"6";"2442"
"Lugo";"1";"4";"3321"
"BugigangaZ";"1";"5";"2801"
"Zephyr Wilder";"1";"6";"2443"
"DJ Drez";"16";"41";"350"
"Dj Counselling";"1";"4";"3322"
"Dennis.";"1";"3";"4007"
"Feed LA";"2";"10";"1591"
"Suki Sou";"1";"3";"4008"
"Shawn Lee";"1";"3";"4009"
"DJ Raff";"1";"4";"3323"
"Small World";"1";"2";"5272"
"Tango";"1";"1";"7901"
"The Labrats";"1";"1";"7902"
"Statik Sound System";"1";"1";"7903"
"jmj";"1";"1";"7904"
"Aquasky";"1";"1";"7905"
"James Bong";"1";"1";"7906"
"Hardfloor";"1";"1";"7907"
"Sapien";"1";"1";"7908"
"Shantel";"1";"1";"7909"
"Karma";"1";"1";"7910"
"Showroom Recordings";"1";"1";"7911"
"Jarl Flamar";"1";"5";"2802"
"Isobel Campbell";"13";"32";"446"
"The Expert";"1";"6";"2444"
"5K HD";"1";"10";"1592"
"Mixmaster Morris";"1";"5";"2803"
"Frank & Tony";"3";"7";"2188"
"Anf";"1";"8";"1945"
"Pat & Pats";"1";"6";"2445"
"NRMNT";"1";"6";"2446"
"Slackwax";"1";"5";"2804"
"Corker Conboy";"1";"6";"2447"
"Ạoris";"1";"5";"2805"
"Offthewally";"3";"8";"1946"
"Miki Ikhifa";"3";"24";"619"
"Antonio Zepeda";"1";"1";"7912"
"Incognito";"1";"1";"7913"
"Nathan Melja";"1";"1";"7914"
"Joaquin ""Joe"" Claussell";"2";"3";"4010"
"OJ Son";"1";"1";"7915"
"Even Kicks";"1";"1";"7916"
"Esbe";"2";"2";"5273"
"Dirty Art Club";"2";"3";"4011"
"Tomasz Guiddo";"2";"20";"758"
"Claude Hirst";"1";"11";"1461"
"Waterworld";"1";"11";"1462"
"Japanese Television";"1";"8";"1947"
"Secret Tween";"1";"11";"1463"
"r mccarthy";"1";"8";"1948"
"helen island";"1";"10";"1593"
"Black Decelerant";"1";"8";"1949"
"Bluewerks";"6";"18";"865"
"Mike Midnight";"1";"16";"976"
"Eye";"2";"7";"2189"
"A.P.E.";"1";"7";"2190"
"Siddha-Funk";"1";"7";"2191"
"Koma Saxo";"1";"8";"1950"
"Sagor & Swing";"3";"15";"1038"
"Sim Nagai";"1";"19";"811"
"Red Hot Org";"1";"10";"1594"
"Eleven 76";"1";"21";"725"
"Equatoriale";"1";"23";"654"
"James Wyatt Crosby";"1";"7";"2192"
"SUN ATLAS";"2";"18";"866"
"Dariush";"1";"8";"1951"
"The Zawose Queens";"1";"20";"759"
"Hubert Daviz";"8";"14";"1122"
"Joash";"1";"7";"2193"
"The Regime";"1";"6";"2448"
"Belleruche";"1";"5";"2806"
"Cedric Freeman";"1";"4";"3324"
"Fredfades";"2";"13";"1222"
"Don Couto";"1";"6";"2449"
"oro azul";"1";"6";"2450"
"Yav";"1";"6";"2451"
"Raw Instinct";"1";"8";"1952"
"Marie Lung";"4";"13";"1223"
"boostive";"10";"25";"585"
"2LOT";"1";"6";"2452"
"Malombo Jazz Makers";"1";"5";"2807"
"Johnathan Hulett";"1";"5";"2808"
"Joshua Woolf";"1";"5";"2809"
"Marley Angel";"1";"5";"2810"
"Factoino Ganori";"1";"6";"2453"
"Cris Pop New";"1";"2";"5274"
"Floreana";"1";"5";"2811"
"Rod Modell";"1";"3";"4012"
"Nikosf.";"1";"5";"2812"
"Gianni Oddi";"1";"5";"2813"
"Alexander Sowinski";"1";"5";"2814"
"AAKASH";"1";"5";"2815"
"Siegfried Hart";"1";"5";"2816"
"Flammer Dance Band";"2";"9";"1763"
"Nenor";"1";"5";"2817"
"quibo";"1";"6";"2454"
"Francesca Heart";"1";"6";"2455"
"Rouge Rouge";"1";"5";"2818"
"Afar";"10";"22";"689"
"Sandals";"1";"5";"2819"
"Red Snapper";"1";"5";"2820"
"George Bloomfield";"1";"4";"3325"
"High Pulp";"2";"6";"2456"
"Earthtones";"11";"12";"1331"
"Harpsichord Canvas";"1";"3";"4013"
"Karin Krog";"1";"4";"3326"
"Avis";"1";"12";"1332"
"Optometry";"1";"2";"5275"
"Richard Dorfmeister";"2";"3";"4014"
"Osvaldo";"1";"2";"5276"
"Monaqee";"1";"2";"5277"
"Boundary";"1";"3";"4015"
"Eparapo";"2";"7";"2194"
"Earthling";"1";"2";"5278"
"Chris Joss";"1";"2";"5279"
"Why Kai";"1";"1";"7917"
"Felix Rösch";"1";"1";"7918"
"Redinho";"1";"13";"1224"
"Moow";"1";"1";"7919"
"KarlK";"1";"1";"7920"
"Café Del Mundo";"1";"1";"7921"
"Zeebee";"1";"1";"7922"
"Alex Serra";"1";"1";"7923"
"Al Fredo";"1";"1";"7924"
"Lassjo";"1";"2";"5280"
"Waagal";"1";"1";"7925"
"Kollmorgen";"1";"1";"7926"
"Kasbah";"1";"1";"7927"
"Ameli in the Woods";"1";"1";"7928"
"Molly McPhaul";"1";"1";"7929"
"iv-in";"1";"1";"7930"
"Pupkulies & Rebecca";"1";"1";"7931"
"Senbeï";"1";"1";"7932"
"Laurent Dury";"1";"1";"7933"
"Brent Lewis";"1";"3";"4016"
"Samuel L Session";"1";"3";"4017"
"Phran";"1";"8";"1953"
"Kim Yaffa";"1";"19";"812"
"Pavane";"5";"13";"1225"
"Mike Sanders";"1";"20";"760"
"...The World According to Billy Marvin";"1";"9";"1764"
"Bruk Rogers";"2";"12";"1333"
"Pleasurewood";"3";"11";"1464"
"COLA REN";"1";"10";"1595"
"Joshua Crumbly";"11";"29";"497"
"Fabio Viscogliosi";"1";"10";"1596"
"Cosmic Wildlife";"1";"8";"1954"
"Ishihonana";"7";"21";"726"
"Salomon";"2";"16";"977"
"Divorce From New York";"2";"18";"867"
"Blinky Bill";"1";"18";"868"
"Amy Gadiaga";"9";"115";"89"
"Gee Lane";"2";"15";"1039"
"Cosmic Gate";"1";"1";"7934"
"Reagenz";"1";"2";"5281"
"Magic Mountain High";"1";"1";"7935"
"Acid Coco";"1";"14";"1123"
"Golden Rules";"1";"7";"2195"
"V";"1";"11";"1465"
"The South Hill Experiment";"1";"5";"2821"
"Morabeza Tobacco";"1";"12";"1334"
"Armando Young";"1";"4";"3327"
"Antena";"1";"6";"2457"
"Cari Cari";"1";"1";"7936"
"Parallel Dance Ensemble";"1";"4";"3328"
"Darius";"4";"10";"1597"
"Delilah Holliday";"1";"5";"2822"
"Nick Murphy";"1";"8";"1955"
"Avo Haroutounian";"1";"4";"3329"
"July Drama";"1";"4";"3330"
"Carl Bagge";"1";"7";"2196"
"Kaidi & NK-OK";"1";"5";"2823"
"Tal Arditi";"1";"2";"5282"
"Lapcat";"1";"3";"4018"
"The Odd 910";"6";"14";"1124"
"Falk Schönfelder";"1";"2";"5283"
"Cayetano";"1";"3";"4019"
"Guillaume Ferran";"1";"2";"5284"
"Oum Shatt";"1";"2";"5285"
"Sum'one";"1";"2";"5286"
"Slumb";"1";"2";"5287"
"Leila";"1";"3";"4020"
"Tigermilch";"1";"2";"5288"
"Sapajou";"1";"2";"5289"
"panama cardoon";"1";"3";"4021"
"Myart";"1";"2";"5290"
"Felix Kramer";"1";"2";"5291"
"Elis Noa";"1";"2";"5292"
"Pink Noise";"1";"3";"4022"
"tiki taka";"1";"2";"5293"
"ProleteR";"1";"3";"4023"
"Palast Orchester";"1";"3";"4024"
"Francesca Belmonte";"1";"2";"5294"
"Rayne";"1";"2";"5295"
"Ornette";"1";"1";"7937"
"scissorwork";"1";"6";"2458"
"Milan93";"1";"5";"2824"
"Doctor Bionic";"1";"5";"2825"
"Finn Rees";"1";"4";"3331"
"Ezra Feinberg";"3";"7";"2197"
"Duppy Tales";"1";"5";"2826"
"Froogle";"1";"4";"3332"
"Cyril Cyril";"1";"7";"2198"
"Don Rattray";"1";"11";"1466"
"Bloomhaus";"1";"13";"1226"
"Cody Matlock";"1";"5";"2827"
"Slowe";"2";"6";"2459"
"Richenel";"1";"5";"2828"
"Five and Tens";"1";"5";"2829"
"Kidkanevil";"1";"5";"2830"
"Courtesy";"6";"20";"761"
"Nate Mercereau";"2";"7";"2199"
"Foo Fighters";"3";"4";"3333"
"KOKO.IT";"1";"1";"7938"
"Arthur Hnatek";"1";"3";"4025"
"Kutmah";"1";"5";"2831"
"Flashbaxx";"1";"4";"3334"
"John Tenationexx";"1";"3";"4026"
"Khaled Marceline";"1";"4";"3335"
"bear garden";"1";"3";"4027"
"Ari Tsugi";"1";"2";"5296"
"The Solid Doctor";"1";"3";"4028"
"ABUELO";"1";"3";"4029"
"CV Vision";"1";"1";"7939"
"godblesscomputers";"2";"3";"4030"
"Kangding Ray";"1";"3";"4031"
"SBTRKT";"1";"3";"4032"
"wnbl";"1";"1";"7940"
"Ozoyo";"1";"1";"7941"
"Doechii";"4";"5";"2832"
"Siete Catorce";"1";"1";"7942"
"DOC SLEEP";"1";"2";"5297"
"brainwaltzera";"1";"1";"7943"
"Żyńy";"1";"1";"7944"
"Arhkota";"1";"1";"7945"
"Camilla Sparksss";"1";"4";"3336"
"Another Taste";"4";"10";"1598"
"Panoram";"2";"6";"2460"
"Franck Biyong";"1";"5";"2833"
"Voice Actor";"1";"4";"3337"
"A Song For You";"1";"4";"3338"
"Physical Therapy";"1";"4";"3339"
"Gleasxa Mali";"1";"2";"5298"
"Flore Laurentienne";"1";"1";"7946"
"Ms Ray";"1";"2";"5299"
"GENDEMA";"1";"2";"5300"
"Sophye Soliveau";"1";"3";"4033"
"Laika";"1";"2";"5301"
"Terekke";"1";"2";"5302"
"Petros Klampanis";"1";"3";"4034"
"Love Remain";"1";"1";"7947"
"theAngelcy";"1";"2";"5303"
"Great Mountain Fire";"1";"1";"7948"
"Mattiu";"1";"1";"7949"
"Mira Lu Kovacs";"1";"1";"7950"
"Eli";"1";"1";"7951"
"Tiflis Transit";"1";"1";"7952"
"Sean Koch";"1";"1";"7953"
"Mynth";"1";"1";"7954"
"Harold van Lennep";"1";"1";"7955"
"Chuala";"1";"1";"7956"
"Schvédranne";"1";"1";"7957"
"Ora the Molecule";"1";"1";"7958"
"WATCHING AIRPLANES";"1";"7";"2200"
"Attica Blues";"1";"6";"2461"
"Oscar + Martin";"1";"7";"2201"
"Binary Digit";"1";"6";"2462"
"BDRMM";"1";"6";"2463"
"Noonday Underground";"1";"6";"2464"
"SANAM";"1";"5";"2834"
"Yard Nule";"1";"3";"4035"
"Bass-o-Matic";"1";"5";"2835"
"Swish Jaguar";"1";"5";"2836"
"Unessential Oils";"1";"2";"5304"
"Easter";"1";"1";"7959"
"Kit Downes";"1";"2";"5305"
"Muzi";"2";"11";"1467"
"Discodeine";"1";"2";"5306"
"Paul Spring";"1";"2";"5307"
"Lionmilk";"1";"2";"5308"
"alOis";"1";"2";"5309"
"The Nielsen Valley";"1";"3";"4036"
"Keinseier";"1";"2";"5310"
"BARTOSZ KRUCZYŃSKI";"1";"2";"5311"
"Exploding Pig";"1";"2";"5312"
"Gaspar Claus";"2";"3";"4037"
"Jayne Amara Ross";"1";"1";"7960"
"Cemento Atlantico";"1";"2";"5313"
"Velly Joonas";"1";"1";"7961"
"Supalung";"1";"1";"7962"
"Golden Ivy";"5";"6";"2465"
"Ultramarine";"1";"2";"5314"
"Gregory Rogove";"1";"1";"7963"
"The Remote Viewer";"1";"2";"5315"
"Mermaid Chunky";"2";"3";"4038"
"Brian Green";"1";"1";"7964"
"Elías González";"1";"3";"4039"
"Lords of Lounge";"1";"4";"3340"
"Peel Dream Magazine";"1";"3";"4040"
"Yellow The Sun";"1";"2";"5316"
"Celia Hollander";"2";"4";"3341"
"Sounds Of New Soma";"1";"2";"5317"
"Single Rider";"1";"2";"5318"
"Paul St. Hilaire";"1";"2";"5319"
"Dowdelin";"1";"2";"5320"
"Dreamatic";"1";"1";"7965"
"Toma Kami";"1";"2";"5321"
"WaqWaq Kingdom";"1";"1";"7966"
"Larry Heard";"2";"11";"1468"
"Emily A. Sprague";"2";"2";"5322"
"OCA";"1";"1";"7967"
"Vague Imaginaires";"1";"1";"7968"
"Saqi";"1";"1";"7969"
"BoMEl";"1";"1";"7970"
"Deia";"1";"1";"7971"
"Diabi";"1";"2";"5323"
"Cava";"3";"10";"1599"
"Flèche Love";"1";"1";"7972"
"Duo Stiehler/Lucaciu";"1";"1";"7973"
"Steven Julien";"3";"6";"2466"
"Danika";"1";"4";"3342"
"frequencyexclusive";"1";"4";"3343"
"Urbs";"1";"2";"5324"
"Sun Dog";"1";"5";"2837"
"Beesagz Voigags";"1";"2";"5325"
"Spirit Blue";"1";"2";"5326"
"Il Est Vilaine";"2";"4";"3344"
"Volodja Brodsky";"1";"1";"7974"
"Swim Surreal";"1";"1";"7975"
"TrickPony";"5";"8";"1956"
"Bostro Pesopeo";"2";"3";"4041"
"Bassolino";"1";"1";"7976"
"Blanco White";"1";"1";"7977"
"Kiskadee";"1";"1";"7978"
"Suarasama";"1";"3";"4042"
"Ali Sethi";"1";"1";"7979"
"Giorgio Tuma";"1";"1";"7980"
"VIDEOTAPEMUSIC";"1";"1";"7981"
"Doc Rhombus";"1";"2";"5327"
"Marina Herlop";"2";"2";"5328"
"Laíz";"1";"3";"4043"
"Piero Piccioni";"1";"1";"7982"
"The Point.";"1";"1";"7983"
"Portishead";"1";"1";"7984"
"Nathan Haines";"3";"5";"2838"
"Austyn Gillette";"1";"1";"7985"
"Psychemagik";"1";"2";"5329"
"Max Sinàl";"3";"18";"869"
"J Star";"1";"1";"7986"
"Superpoze";"1";"1";"7987"
"Limón Limón";"1";"2";"5330"
"Uma";"1";"1";"7988"
"Orange";"1";"1";"7989"
"Iñigo Montoya";"1";"1";"7990"
"Nihils";"1";"2";"5331"
"Cellz";"1";"2";"5332"
"Alban Claudin";"1";"1";"7991"
"Johnny Thunders";"1";"2";"5333"
"Herbert Pixner Projekt";"3";"7";"2202"
"Zombie Nation";"1";"1";"7992"
"Yannis & The Yaw";"7";"7";"2203"
"Simon Erics";"1";"2";"5334"
"Mariama";"1";"3";"4044"
"Eli Riccardi";"1";"2";"5335"
"Thylacine";"1";"1";"7993"
"Chinese Man";"1";"2";"5336"
"Cuarto Mundo";"1";"2";"5337"
"Buscemi";"1";"1";"7994"
"momo.";"3";"4";"3345"
"Lea Lisa";"3";"3";"4045"
"Föllakzoid";"2";"2";"5338"
"Otto";"1";"2";"5339"
"LTJ Bukem";"2";"2";"5340"
"Marco Zannone";"1";"2";"5341"
"Bakermat";"1";"1";"7995"
"Keizan";"1";"1";"7996"
"Tâches";"1";"2";"5342"
"Benjamin Clementine";"1";"1";"7997"
"Evinka";"1";"1";"7998"
"Yemen Blues";"5";"6";"2467"
"Reyna Tropical";"20";"121";"81"
"Klint";"1";"4";"3346"
"Ethyène";"2";"4";"3347"
"Pablo Bolivar";"2";"5";"2839"
"Denzel Curry";"2";"28";"515"
"Ayọ";"1";"1";"7999"
"URAL THOMAS and THE PAIN";"1";"4";"3348"
"Pig&Dan";"1";"4";"3349"
"Rainy Miller";"1";"3";"4046"
"Alex Brightman";"1";"1";"8000"
"Daphne Rubin-Vega";"1";"1";"8001"
"Keith David";"1";"2";"5343"
"PVRIS";"1";"2";"5344"
"Fantastic Negrito";"1";"1";"8002"
"Kron";"1";"6";"2468"
"Thierry Tomas";"1";"9";"1765"
"Rogelio Gonzalez";"1";"1";"8003"
"Lakosta";"2";"8";"1957"
"Il Guardiano Del Faro";"1";"2";"5345"
"Modern Cosmology";"1";"2";"5346"
"Wallace";"1";"2";"5347"
"Dar Disku";"1";"5";"2840"
"North Lake";"1";"2";"5348"
"Maps";"1";"2";"5349"
"Michael Ozone";"1";"2";"5350"
"Madteo";"1";"2";"5351"
"Mara TK";"2";"2";"5352"
"Alex Burkat";"2";"2";"5353"
"Mistakes Are Ok";"1";"1";"8004"
"Max Mohr";"1";"1";"8005"
"Bolbec";"1";"6";"2469"
"Dan Edmonds";"1";"9";"1766"
"Milky Bay";"1";"8";"1958"
"Ventre de biche";"1";"8";"1959"
"Pat's Soundhouse";"1";"9";"1767"
"Ela Jaguar";"1";"6";"2470"
"Sneaks";"1";"7";"2204"
"Ki!";"4";"11";"1469"
"Boy Deco";"1";"6";"2471"
"Alessandro Alessandroni";"1";"6";"2472"
"Marysia Osu";"1";"11";"1470"
"Leana Loli";"1";"8";"1960"
"Dogie Luvio";"1";"7";"2205"
"IGOR BOTUR";"1";"6";"2473"
"Nutcase & Papachubba";"1";"6";"2474"
"Nick Weaver";"1";"5";"2841"
"World Brain";"1";"5";"2842"
"Spivak";"1";"7";"2206"
"Lucy Gooch";"1";"7";"2207"
"Ruins";"1";"7";"2208"
"LA Vampires";"1";"6";"2475"
"Saya Gray";"1";"14";"1125"
"Freescha";"1";"8";"1961"
"Katatonic Silentio";"1";"6";"2476"
"Ghost Dubs";"1";"8";"1962"
"Ashawaragi Kumurata";"1";"8";"1963"
"Corneil Nies";"1";"7";"2209"
"Sting";"1";"1";"8006"
"Bea Miller";"1";"1";"8007"
"Bby Eco";"1";"7";"2210"
"DRTW";"1";"6";"2477"
"New Regency Orchestra";"2";"7";"2211"
"Albert Newton";"1";"5";"2843"
"Uh";"1";"6";"2478"
"Lou Hayter";"1";"9";"1768"
"Oscar Rocchi";"1";"8";"1964"
"Yoshika Colwell";"1";"5";"2844"
"Charanjit Singh";"1";"6";"2479"
"John Moods";"1";"6";"2480"
"Coined";"1";"6";"2481"
"Cloth";"1";"6";"2482"
"Palomatic";"1";"5";"2845"
"Rollover DJs";"1";"6";"2483"
"Supreems";"1";"5";"2846"
"james schneider jr.";"1";"4";"3350"
"Macro/micro";"1";"6";"2484"
"Jo Patience";"1";"9";"1769"
"Gibson Kente";"1";"6";"2485"
"Evenings";"1";"4";"3351"
"Khadija Al Hanafi";"1";"8";"1965"
"Cocobolo";"1";"4";"3352"
"Nitai Hershkovits";"1";"5";"2847"
"Les Sons Du Cosmos";"1";"3";"4047"
"Flock";"7";"17";"921"
"Black Brothers";"1";"6";"2486"
"Slim.";"1";"4";"3353"
"TweakS";"1";"3";"4048"
"Louis Culture";"1";"3";"4049"
"Tom Noble";"3";"17";"922"
"Bien et Toi";"1";"13";"1227"
"Total Blue";"1";"3";"4050"
"Jesse Bru";"3";"10";"1600"
"Ian O'Brien";"1";"3";"4051"
"Freecell";"1";"3";"4052"
"Benjamin Damage";"1";"4";"3354"
"Gemma Cullingford";"1";"2";"5354"
"Ludivine Issambourg";"1";"3";"4053"
"Maya Q";"1";"13";"1228"
"DakhaBrakha";"1";"1";"8008"
"Hudson Mohawke";"1";"3";"4054"
"d'Eon";"1";"4";"3355"
"The Rah Band";"1";"4";"3356"
"Elli";"1";"3";"4055"
"Suze Ijó";"1";"3";"4056"
"Brothermartino";"1";"3";"4057"
"BrandUn Deshay";"1";"3";"4058"
"Todd Edwards";"1";"1";"8009"
"Josh Caffe";"1";"1";"8010"
"My Girlfriend";"1";"1";"8011"
"Cheek";"1";"1";"8012"
"Mr Flash";"1";"1";"8013"
"Devin Morrison";"1";"1";"8014"
"Hannes Bieger";"1";"1";"8015"
"Tomas Zolan";"1";"1";"8016"
"Janka";"1";"1";"8017"
"Billy Esteban";"1";"1";"8018"
"Jean Caillou";"1";"1";"8019"
"Douniah";"2";"4";"3357"
"deathbypeanuts";"7";"22";"690"
"Don Niño";"2";"18";"870"
"Meso-ix";"1";"3";"4059"
"Max In The World";"1";"6";"2487"
"Stemlines";"1";"3";"4060"
"Anysia Kym";"1";"3";"4061"
"Mou";"1";"7";"2212"
"Kito Jempere";"1";"3";"4062"
"Crescendique";"1";"2";"5355"
"Sylvia Yau";"1";"3";"4063"
"Everwave";"1";"2";"5356"
"Ouri";"1";"3";"4064"
"Elle Shimada";"8";"12";"1335"
"Ed Sheeran";"2";"2";"5357"
"Ava Max";"2";"2";"5358"
"Band Aid 30";"1";"1";"8020"
"Pentatonix";"1";"1";"8021"
"Sarah Connor";"1";"1";"8022"
"Jonas Brothers";"1";"1";"8023"
"Katy Perry";"1";"1";"8024"
"OneRepublic";"1";"1";"8025"
"Leony";"1";"1";"8026"
"No Angels";"1";"1";"8027"
"Ingrid Michaelson";"1";"1";"8028"
"Mark Ambor";"1";"1";"8029"
"Taylor Swift";"2";"2";"5359"
"Rod Stewart";"1";"1";"8030"
"Robbie Williams";"1";"1";"8031"
"Natasha Bedingfield";"1";"1";"8032"
"Ella Henderson";"1";"1";"8033"
"Charlie Puth";"1";"1";"8034"
"Jason Derulo";"1";"1";"8035"
"Vize";"1";"1";"8036"
"Fat White Family";"1";"3";"4065"
"Yuma Abe";"1";"4";"3358"
"Marcy Luarks";"1";"5";"2848"
"Romi Peles";"1";"4";"3359"
"Sheherazaad";"1";"5";"2849"
"Lorenzo Senni";"1";"5";"2850"
"Not too much";"1";"6";"2488"
"Lust for Youth";"1";"5";"2851"
"The Mighty Tiny & The Many Few";"1";"5";"2852"
"CMYK";"1";"5";"2853"
"Nuage";"1";"5";"2854"
"Nikolai Dupont";"1";"4";"3360"
"Anish Kumar";"1";"4";"3361"
"Intermood";"1";"4";"3362"
"Dub Squad";"1";"2";"5360"
"Salvator Dragatto";"1";"2";"5361"
"Jacquoda";"1";"2";"5362"
"Saigon Soul Revival";"1";"2";"5363"
"Archil & Leon";"4";"14";"1126"
"The Groovy Nobody";"1";"1";"8037"
"Sylvain Rifflet";"1";"1";"8038"
"Fcukers";"1";"1";"8039"
"Moo Latte";"1";"2";"5364"
"Calibro 35";"1";"1";"8040"
"Mount XLR";"1";"1";"8041"
"just lil";"1";"1";"8042"
"Hemi Pod...";"1";"1";"8043"
"Gorje Hewek";"1";"1";"8044"
"Jake Isaac";"1";"1";"8045"
"Nach";"1";"1";"8046"
"Clothing";"1";"1";"8047"
"Bubble Love";"2";"2";"5365"
"ELiH";"1";"1";"8048"
"Tara Nome Doyle";"1";"8";"1966"
"Kariyan";"1";"1";"8049"
"Lucien Kimono";"2";"3";"4066"
"Mister Modo";"1";"1";"8050"
"Orange Blossom";"1";"1";"8051"
"ROTANA";"1";"1";"8052"
"Fakear";"1";"1";"8053"
"paris91";"1";"1";"8054"
"Nym";"1";"1";"8055"
"Rosa Anschütz";"1";"1";"8056"
"Le Hutin";"1";"3";"4067"
"Dida Pelled";"1";"3";"4068"
"AJ Hamilton";"1";"2";"5366"
"Ria Moran";"1";"4";"3363"
"Re:um";"1";"1";"8057"
"Sml";"2";"3";"4069"
"Deron Johnson";"1";"2";"5367"
"DJ Nervous";"1";"3";"4070"
"Alexander Harper";"1";"2";"5368"
"Mandrake Handshake";"1";"2";"5369"
"Sreya";"2";"3";"4071"
"Kaeto";"1";"2";"5370"
"Galatée";"1";"2";"5371"
"Ishmael";"2";"5";"2855"
"Lisa Bregneager";"1";"2";"5372"
"GC OConnor";"1";"5";"2856"
"Der Assistent";"1";"2";"5373"
"Claude Fontaine";"1";"2";"5374"
"BABY BERSERK";"1";"2";"5375"
"CS + Kreme";"1";"1";"8058"
"Golden Green";"1";"1";"8059"
"Karen Nyame KG";"1";"1";"8060"
"Agar Agar";"1";"2";"5376"
"The Stingrays";"1";"1";"8061"
"Blue Eyed Soul";"1";"1";"8062"
"Drift";"1";"1";"8063"
"Mörk";"1";"1";"8064"
"Psylo";"1";"1";"8065"
"Myríad";"1";"1";"8066"
"The Silhouettes Project";"1";"1";"8067"
"Your friend daao";"1";"2";"5377"
"Getdown Services";"1";"1";"8068"
"Mononeon";"1";"2";"5378"
"Koteri";"1";"2";"5379"
"Samora Pinderhughes";"1";"1";"8069"
"Deki Alem";"1";"1";"8070"
"Flowervillain";"1";"1";"8071"
"Theis Thaws";"1";"3";"4072"
"Trio Elétrico";"1";"3";"4073"
"Confucius MC";"1";"1";"8072"
"Kadosh";"1";"1";"8073"
"Teddy Roxpin";"1";"1";"8074"
"Soul Saver";"1";"4";"3364"
"Key Tronics Ensemble";"1";"3";"4074"
"Monsieur Van Pratt";"1";"2";"5380"
"HEDONICS";"1";"2";"5381"
"DMX Krew";"1";"2";"5382"
"mrcy";"2";"4";"3365"
"Antonio Barret";"1";"2";"5383"
"Nadeem Khan";"1";"1";"8075"
"Estère";"1";"1";"8076"
"MATTERS UNKNOWN";"5";"7";"2213"
"Cosmic Collective";"1";"1";"8077"
"Campus Christy";"1";"1";"8078"
"Mieke Miami";"1";"1";"8079"
"Gothic Tropic";"1";"1";"8080"
"Lovetempo";"2";"3";"4075"
"SidiRum";"1";"1";"8081"
"Tuccillo";"1";"1";"8082"
"DJ Graymo";"1";"1";"8083"
"Mild Universe";"2";"5";"2857"
"Crackazat";"3";"3";"4076"
"Fred Aster";"1";"2";"5384"
"Cherise";"2";"2";"5385"
"Marigold";"1";"1";"8084"
"Konrad OldMoney";"1";"1";"8085"
"Poni Hoax";"1";"1";"8086"
"King Pari";"1";"2";"5386"
"FastMusic";"1";"1";"8087"
"Loverground";"2";"2";"5387"
"warner case";"1";"2";"5388"
"Dub Tractor";"1";"1";"8088"
