Name;Tracks;Scrobbles;Rank;Region
Denzel Curry;2;28;529;
Ayọ;1;1;8045;
URAL THOMAS and THE PAIN;1;4;3382;
Pig&Dan;1;4;3383;
Rainy Miller;1;3;4079;
Alex Brightman;1;1;8046;
Daphne Rubin-Vega;1;1;8047;
Keith David;1;2;5374;
PVRIS;1;2;5375;
Fantastic Negrito;1;1;8048;
Kron;1;6;2496;
Thierry Tomas;1;9;1786;
Rogelio Gonzalez;1;1;8049;
Lakosta;2;8;1980;
Il Guardiano Del Faro;1;2;5376;
Modern Cosmology;1;2;5377;
Wallace;1;2;5378;
Dar Disku;1;5;2872;
North Lake;1;2;5379;
Maps;1;2;5380;
Michael Ozone;1;2;5381;
Madteo;1;2;5382;
Mara TK;2;2;5383;
Alex Burkat;2;2;5384;
Mistakes Are Ok;1;1;8050;
Max Mohr;1;1;8051;
Bolbec;1;6;2497;
Dan Edmonds;1;9;1787;
Milky Bay;1;8;1981;
Ventre de biche;1;8;1982;
Pat's Soundhouse;1;9;1788;
Ela Jaguar;1;6;2498;
Sneaks;1;7;2227;
Ki!;4;11;1489;
Boy Deco;1;6;2499;
Alessandro Alessandroni;1;6;2500;
Marysia Osu;1;11;1490;
Leana Loli;1;8;1983;
Dogie Luvio;1;7;2228;
IGOR BOTUR;1;6;2501;
Nutcase & Papachubba;1;6;2502;
Nick Weaver;1;5;2873;
World Brain;1;5;2874;
Spivak;1;7;2229;
Lucy Gooch;1;7;2230;
Ruins;1;7;2231;
LA Vampires;1;6;2503;
Saya Gray;3;16;999;
Freescha;1;8;1984;
Katatonic Silentio;1;6;2504;
Ghost Dubs;1;8;1985;
Ashawaragi Kumurata;1;8;1986;
Corneil Nies;1;7;2232;
Sting;1;1;8052;
Bea Miller;1;1;8053;
Bby Eco;1;7;2233;
DRTW;1;6;2505;
New Regency Orchestra;2;7;2234;
Albert Newton;1;5;2875;
Uh;1;6;2506;
Lou Hayter;1;9;1789;
Oscar Rocchi;1;8;1987;
Yoshika Colwell;1;5;2876;
Charanjit Singh;1;6;2507;
John Moods;1;6;2508;
Coined;1;6;2509;
Cloth;1;6;2510;
Palomatic;1;5;2877;
Rollover DJs;1;6;2511;
Supreems;1;5;2878;
james schneider jr.;1;4;3384;
Macro/micro;1;6;2512;
Jo Patience;1;9;1790;
Gibson Kente;1;6;2513;
Evenings;1;4;3385;
Khadija Al Hanafi;1;8;1988;
Cocobolo;1;4;3386;
Nitai Hershkovits;1;5;2879;
Les Sons Du Cosmos;1;3;4080;
Flock;7;17;942;
Black Brothers;1;6;2514;
Slim.;1;4;3387;
TweakS;1;3;4081;
Louis Culture;1;3;4082;
Tom Noble;3;18;884;
Bien et Toi;1;15;1060;
Total Blue;1;3;4083;
Jesse Bru;3;11;1491;
Ian O'Brien;1;3;4084;
Freecell;1;3;4085;
Benjamin Damage;1;4;3388;
Gemma Cullingford;1;2;5385;
Ludivine Issambourg;1;3;4086;
Maya Q;1;15;1061;
DakhaBrakha;1;1;8054;
Hudson Mohawke;2;4;3389;
d'Eon;1;4;3390;
The Rah Band;1;4;3391;
Elli;1;3;4087;
Suze Ijó;1;3;4088;
Brothermartino;1;3;4089;
BrandUn Deshay;1;3;4090;
Todd Edwards;1;1;8055;
Josh Caffe;1;1;8056;
My Girlfriend;1;1;8057;
Cheek;1;1;8058;
Mr Flash;1;1;8059;
Devin Morrison;1;1;8060;
Hannes Bieger;1;1;8061;
Tomas Zolan;1;1;8062;
Janka;1;1;8063;
Billy Esteban;1;1;8064;
Jean Caillou;1;1;8065;
Douniah;2;4;3392;
deathbypeanuts;7;22;707;
Don Niño;2;18;885;
Meso-ix;1;3;4091;
Max In The World;1;6;2515;
Stemlines;1;3;4092;
Anysia Kym;1;3;4093;
Mou;1;7;2235;
Kito Jempere;1;3;4094;
Crescendique;1;2;5386;
Sylvia Yau;1;3;4095;
Everwave;1;2;5387;
Ouri;1;3;4096;
Elle Shimada;8;12;1354;
Ed Sheeran;2;2;5388;
Ava Max;2;2;5389;
Band Aid 30;1;1;8066;
Pentatonix;1;1;8067;
Sarah Connor;1;1;8068;
Jonas Brothers;1;1;8069;
Katy Perry;1;1;8070;
OneRepublic;1;1;8071;
Leony;1;1;8072;
No Angels;1;1;8073;
Ingrid Michaelson;1;1;8074;
Mark Ambor;1;1;8075;
Taylor Swift;2;2;5390;
Rod Stewart;1;1;8076;
Robbie Williams;1;1;8077;
Natasha Bedingfield;1;1;8078;
Ella Henderson;1;1;8079;
Charlie Puth;1;1;8080;
Jason Derulo;1;1;8081;
Vize;1;1;8082;
Fat White Family;1;3;4097;
Yuma Abe;1;4;3393;
Marcy Luarks;1;5;2880;
Romi Peles;1;4;3394;
Sheherazaad;1;5;2881;
Lorenzo Senni;1;5;2882;
Not too much;1;6;2516;
Lust for Youth;1;5;2883;
The Mighty Tiny & The Many Few;1;5;2884;
CMYK;1;5;2885;
Nuage;1;5;2886;
Nikolai Dupont;1;4;3395;
Anish Kumar;1;4;3396;
Intermood;1;4;3397;
Dub Squad;1;2;5391;
Salvator Dragatto;1;2;5392;
Jacquoda;1;2;5393;
Saigon Soul Revival;1;2;5394;
Archil & Leon;4;14;1150;
The Groovy Nobody;1;1;8083;
Sylvain Rifflet;1;1;8084;
Fcukers;1;1;8085;
Moo Latte;1;2;5395;
Calibro 35;1;1;8086;
Mount XLR;1;1;8087;
just lil;1;1;8088;
Hemi Pod...;1;1;8089;
Gorje Hewek;1;1;8090;
Jake Isaac;1;1;8091;
Nach;1;1;8092;
Clothing;1;1;8093;
Bubble Love;2;2;5396;
ELiH;1;1;8094;
Tara Nome Doyle;1;8;1989;
Kariyan;1;1;8095;
Lucien Kimono;2;3;4098;
Mister Modo;1;1;8096;
Orange Blossom;1;1;8097;
ROTANA;1;1;8098;
Fakear;1;1;8099;
paris91;1;1;8100;
Nym;1;1;8101;
Rosa Anschütz;1;1;8102;
Le Hutin;1;3;4099;
Dida Pelled;1;3;4100;
AJ Hamilton;1;2;5397;
Ria Moran;1;4;3398;
Re:um;1;1;8103;
Sml;2;3;4101;
Deron Johnson;1;2;5398;
DJ Nervous;1;3;4102;
Alexander Harper;1;2;5399;
Mandrake Handshake;1;2;5400;
Sreya;2;3;4103;
Kaeto;1;2;5401;
Galatée;1;2;5402;
Ishmael;2;5;2887;
Lisa Bregneager;1;2;5403;
GC OConnor;1;5;2888;
Der Assistent;1;2;5404;
Claude Fontaine;1;2;5405;
BABY BERSERK;1;2;5406;
CS + Kreme;1;1;8104;
Golden Green;1;1;8105;
Karen Nyame KG;1;1;8106;
Agar Agar;1;2;5407;
The Stingrays;1;1;8107;
Blue Eyed Soul;1;1;8108;
Drift;1;1;8109;
Mörk;1;1;8110;
Psylo;1;1;8111;
Myríad;1;1;8112;
The Silhouettes Project;1;1;8113;
Your friend daao;1;2;5408;
Getdown Services;1;1;8114;
Mononeon;1;2;5409;
Koteri;1;2;5410;
Samora Pinderhughes;1;1;8115;
Deki Alem;1;1;8116;
Flowervillain;1;1;8117;
Theis Thaws;1;3;4104;
Trio Elétrico;1;3;4105;
Confucius MC;1;1;8118;
Kadosh;1;1;8119;
Teddy Roxpin;1;1;8120;
Soul Saver;1;4;3399;
Key Tronics Ensemble;1;3;4106;
Monsieur Van Pratt;1;2;5411;
HEDONICS;1;2;5412;
DMX Krew;1;2;5413;
mrcy;2;4;3400;
Antonio Barret;1;2;5414;
Nadeem Khan;1;1;8121;
Estère;1;1;8122;
MATTERS UNKNOWN;5;7;2236;
Cosmic Collective;1;1;8123;
Campus Christy;1;1;8124;
Mieke Miami;1;1;8125;
Gothic Tropic;1;1;8126;
Lovetempo;2;3;4107;
SidiRum;1;1;8127;
Tuccillo;1;1;8128;
DJ Graymo;1;1;8129;
Mild Universe;2;5;2889;
Crackazat;3;3;4108;
Fred Aster;1;2;5415;
Cherise;2;2;5416;
Marigold;1;1;8130;
Konrad OldMoney;1;1;8131;
Poni Hoax;1;1;8132;
King Pari;1;2;5417;
FastMusic;1;1;8133;
Loverground;2;2;5418;
warner case;1;2;5419;
Dub Tractor;1;1;8134;
DJ Sprinkles;1;5;2890;
Unknown Mobile;1;3;4109;
New World Science;1;2;5420;
Thomas Gray & Liam Ebbs;1;1;8135;
Makèz;6;12;1355;
Shy One;11;24;636;
Monzanto Sound;3;4;3401;
Dave Mason;1;1;8136;
Sleep D;1;1;8137;
MDA Analog;1;2;5421;
Steve Hauschildt;2;3;4110;
Robert Turman;1;1;8138;
Ulla Straus;1;2;5422;
Chaouche;1;1;8139;
Patti Smith;24;24;637;
Melle Brown;1;1;8140;
Danvers;1;7;2237;
Sorceress;1;3;4111;
Aleph One;1;1;8141;
Chloé Caillet;2;10;1622;
Fred Paci;1;1;8142;
Dayne S;2;2;5423;
DJ Grumble;2;2;5424;
Sis;1;1;8143;
qrtr;1;1;8144;
NiElsir;1;1;8145;
Far Orange;1;1;8146;
Kinda Rad;1;2;5425;
Honom;1;1;8147;
DJ Eely;1;1;8148;
Heritage Listed;3;3;4112;
Ora Blu;1;1;8149;
B From E;1;1;8150;
King Billy;1;1;8151;
Tentendo;1;1;8152;
Phil from Havêa;1;1;8153;
DJ Houseplants;1;1;8154;
Liston;1;1;8155;
Citizen Maze;1;1;8156;
Rebecca Vasmant;1;1;8157;
Katerina;1;1;8158;
Reinel Bakole;1;1;8159;
Divine Earth;1;1;8160;
Lauren Flax;1;1;8161;
O & the Mo;1;1;8162;
Lawne;9;24;638;
Lies of P;1;5;2891;
Other Lands;2;2;5426;
Gan Gemi;1;1;8163;
Sonic Interventions;1;2;5427;
Anderdog;1;1;8164;
Ragawerk;1;2;5428;
Dos;1;2;5429;
J. Caesar;1;1;8165;
Haruka Salt;1;1;8166;
Paul Cousins;1;1;8167;
Ohad Slavin;1;1;8168;
Tigerskin;1;1;8169;
Coflo;1;1;8170;
Louis Marlo;1;1;8171;
Freeda Beast;1;1;8172;
REAL THEISM;1;1;8173;
Double Geography;1;1;8174;
Praah Musique;1;1;8175;
Nora Jay;1;1;8176;
Mon Goose;1;1;8177;
Guizzi;1;1;8178;
Willows8ng;1;1;8179;
Real Lies;1;1;8180;
Parviz;1;1;8181;
Private Joy;1;2;5430;
Llorca;1;1;8182;
bar of soap;1;2;5431;
Good Posture;1;1;8183;
froman;2;2;5432;
chals junya;1;1;8184;
Delta Rain Dance;1;2;5433;
Liv East;1;1;8185;
Sable Blanc;2;2;5434;
A08;1;1;8186;
Zoobers;1;1;8187;
Täpp;1;1;8188;
On-Ly;1;2;5435;
Tafubar;1;2;5436;
Future Warriors;1;1;8189;
Axel Rigaud;1;1;8190;
Martin Brugger;1;1;8191;
Supersilent;1;2;5437;
Spiritczualic Enhancement Center;1;1;8192;
G-Litter;1;1;8193;
Usio;1;1;8194;
Ed Rome;1;1;8195;
Melle Jutte;2;2;5438;
Ernesto Holman;1;1;8196;
Cadillac Jones;1;1;8197;
Theo Bard;1;2;5439;
César López y Habana Ensemble;1;1;8198;
Keno;1;1;8199;
Arcane;1;1;8200;
Eric Borrelli;1;1;8201;
Paso;1;1;8202;
The Amalgamation Of Soundz;1;1;8203;
Harry K;1;1;8204;
The World;1;1;8205;
Belly Savalas;1;1;8206;
Amampondo;1;1;8207;
Tehiun;1;1;8208;
Jah Wobble;1;1;8209;
Bonga & The Vodou Drums Of Haiti;1;1;8210;
Wooden Leg;1;1;8211;
Mukta;1;1;8212;
The Cosmic Surf Club;1;1;8213;
Francisco Mora Catlett;1;1;8214;
Baktrah;1;1;8215;
Barrett Martin Group;1;1;8216;
KALEIIDO;1;1;8217;
Patricia Wolf;1;2;5440;
Abderraouf B Grissa;2;5;2892;
Low Leaf;1;1;8218;
Contours;13;20;778;
Dedekind Cut;2;2;5441;
Suzanne Doucet, Christian Buehner;1;1;8219;
Mark Paul Norton;1;1;8220;
krajenski.;1;2;5442;
Fellas;1;1;8221;
Michael Bird;1;1;8222;
Amor;1;1;8223;
Ray Mantilla;1;1;8224;
Aki;1;1;8225;
Tezeta;1;1;8226;
Rhabdomantic Orchestra;1;1;8227;
Nathan Somevi;1;1;8228;
Líosa;1;1;8229;
Thierry Fanfant;1;1;8230;
Metro Beirut;1;1;8231;
FL!M;1;1;8232;
Digo;1;1;8233;
Ilkka Arola Sound Tagine;1;1;8234;
Marquez;1;1;8235;
CAZAYOUX;1;1;8236;
Nightjar;1;1;8237;
Sandman Project;1;2;5443;
Jamie Finlay;1;1;8238;
ATA Records;1;1;8239;
Bronze, Silver & Brass;1;2;5444;
Brandon Roberts;1;18;886;
TEED;1;1;8240;
Rosa Brunello;1;1;8241;
Lawrence English;1;1;8242;
concept neuf;1;1;8243;
Sugai Ken;1;1;8244;
Imaginary Softwoods;1;1;8245;
collignon;2;2;5445;
Oby Nine;1;1;8246;
Kiwi;1;1;8247;
James William Blades;1;3;4113;
Gray;1;1;8248;
Lorien Testard;1;1;8249;
John Swing;2;7;2238;
Yambow;1;1;8250;
FOREST LAW;1;4;3402;
The Shanghai Restoration Project;1;1;8251;
Warriors Of The Dystotheque;1;1;8252;
aura safari;9;12;1356;
Zimun;1;1;8253;
Duoya;1;1;8254;
Clash Vooar;1;1;8255;
Steve Dyer;1;1;8256;
Sandhya Sanjana;1;1;8257;
OO Soul;1;1;8258;
Eleanor Underhill;1;1;8259;
terestesa;1;1;8260;
Atongo Zimba;1;1;8261;
Megatronic;1;3;4114;
Art Of Tones;4;9;1791;
Amp Fiddler;1;1;8262;
Haziz;1;2;5446;
RADIOHOP;1;1;8263;
Rezodrone;1;1;8264;
Nichelle Colvin;1;1;8265;
Silas Short;1;2;5447;
Jhelisa;1;2;5448;
Kyoko Takenaka;1;1;8266;
Soulstance;1;1;8267;
deadmau5;1;3;4115;
Soulstatejazz;1;4;3403;
Stan Lodge;1;1;8268;
Noah Guy;1;1;8269;
Trevor Deep Jr;1;1;8270;
Tom Ellis;1;4;3404;
Jeremy Brauns;1;5;2893;
Charlie Charlie;1;6;2517;
Cinema Royal;1;1;8271;
Jorga Mesfin;1;1;8272;
Galliano;3;3;4116;
Tagua Tagua;11;11;1492;
AFRICALI;7;14;1151;
Jkriv;2;10;1623;
FRENTE CUMBIERO;2;5;2894;
Eblis Alvarez;2;3;4117;
The Maghreban;1;2;5449;
Anna Morgan;1;2;5450;
Ehua;1;2;5451;
TUrbo sonidero;1;2;5452;
Sobredosis;1;2;5453;
The Grey Area;1;3;4118;
Yasmine Hamdan;1;3;4119;
Linton Kwesi Johnson;1;3;4120;
Luedji Luna;12;13;1250;
Gratts;1;1;8273;
Malick Pathé Sow;1;2;5454;
Radon;1;2;5455;
Nairobi Matata Jazz;1;2;5456;
Alba and Aris Karantanis;1;2;5457;
Jess Reiss;1;2;5458;
Zimpala;1;4;3405;
Daoud;2;2;5459;
Laurie Torres;1;1;8274;
kenny dope unreleased project;1;3;4121;
Lemon Quartet;1;1;8275;
Anna Homler;1;1;8276;
Throughways;1;3;4122;
Thalab;1;3;4123;
Africa Express;1;3;4124;
Zero 7;1;3;4125;
Papa Romeo;2;2;5460;
Dave Guy;1;2;5461;
Gloria Barnes;1;2;5462;
Liam Bailey;1;2;5463;
Matthew Herbert;3;6;2518;
Yaw;2;2;5464;
Kwashibu Area Band;2;4;3406;
Sly & The Family Stone;18;18;887;
Pyranha;1;1;8277;
Alexander Korostinsky;1;1;8278;
Ibex Band;1;1;8279;
Glenn Fallows;1;1;8280;
Bubaza;1;1;8281;
Los Sospechos;1;1;8282;
Grant Phabao Afrofunk Arkestra;1;1;8283;
Kelenkye Band;1;1;8284;
Quiet Village;1;1;8285;
MUDD;1;1;8286;
Warbaby;1;1;8287;
Naliyah;1;1;8288;
David Cunningham;1;3;4126;
AVR;1;1;8289;
Iman Houssein;1;1;8290;
FINGERS N FLOWERS;1;1;8291;
Mute;1;1;8292;
Happy Little Accidents;1;1;8293;
The Freedom Sounds;1;1;8294;
Rah;1;1;8295;
Abelardo Carbono;1;2;5465;
Pookie;1;1;8296;
Vaudou Game;1;1;8297;
MYTRON;1;1;8298;
Loket;2;10;1624;
playjoy;1;1;8299;
Tiger & Balm;1;1;8300;
Prescott;1;1;8301;
Urucum;2;2;5466;
Mule Jenny;1;1;8302;
Kodjovi Kush;1;2;5467;
Jonathan Maron;1;2;5468;
Leroi Conroy;1;1;8303;
Charlie Whitten;1;1;8304;
Do Amor;1;1;8305;
Herbert Walker;1;1;8306;
Ian Medeiros;1;2;5469;
Orbital Ensemble;1;1;8307;
MoonGold;1;1;8308;
Bagum;1;2;5470;
Jazz Brut;1;1;8309;
Lo-Fi Signal FM;25;51;290;
OZU;1;1;8310;
Other Mirror;1;1;8311;
Burnt Pink;1;1;8312;
Group Climate;1;1;8313;
Jarren;1;1;8314;
Malik Hendricks;1;1;8315;
Brendan Eder Ensemble;1;1;8316;
NEW FOSSILS;1;1;8317;
Bobby Bazini;1;4;3407;
Vangelis Katsoulis;1;1;8318;
Fuga Ronto;1;1;8319;
Cuervo Cuervo;1;4;3408;
ali dada;1;1;8320;
La Sécurité;1;1;8321;
Julia Mestre;4;4;3409;
Catto;1;1;8322;
Zé Ibarra;2;3;4127;
Joaquim;1;1;8323;
Jadsa;2;2;5471;
JT Donaldson;1;14;1152;
Shinichiro Yokota;1;1;8324;
Sam Tyler;1;1;8325;
Geoffrey Muller;1;1;8326;
ROSABEGE;1;1;8327;
Nina Maia;1;1;8328;
Schneider TM;1;1;8329;
ndf;1;3;4128;
Atlas Sound;1;1;8330;
Broadcast;1;1;8331;
George Smallwood;2;5;2895;
6th Borough Project;1;1;8332;
Carlos Maria Trindade;1;1;8333;
Jazzgroupiez;2;2;5472;
Littlefingers;1;1;8334;
Cisco Kid;1;1;8335;
Grid Lab;1;1;8336;
ManyColors;1;1;8337;
EZ-Q Universe;1;1;8338;
Moonlight Surface;1;1;8339;
Phantasia;1;1;8340;
Sleepy Wiz;1;1;8341;
Slug;1;1;8342;
Henry Keen;1;1;8343;
Soulpete;1;1;8344;
Shafrir;1;1;8345;
Tkumah Sadeek;1;1;8346;
The Saxophones;1;1;8347;
Collettivo Immaginario;1;1;8348;
Go Sakabe;1;1;8349;
Marijata;1;1;8350;
Nomo;1;1;8351;
Arto Lindsay;1;1;8352;
Mick Mayer;1;1;8353;
Nomade Orquestra;8;33;445;
Vid Nelson;1;1;8354;
Charlotta Kerbs;1;1;8355;
Big Pocket;1;1;8356;
Wawadadakwa;1;1;8357;
Randa And The Soul Kingdom;1;1;8358;
Beto Viana;1;1;8359;
Saranaide;1;1;8360;
Alvaro Lancellotti;1;1;8361;
Flying Ibex;1;1;8362;
pirombeira;1;1;8363;
Nebula Breeze;1;1;8364;
Romano;1;1;8365;
Mausiki Scales;1;2;5473;
Ayala (IT);1;1;8366;
UTyna Project;1;1;8367;
Pax;1;1;8368;
Black Gold 360;1;1;8369;
Cassette Heads;1;1;8370;
Vito Lalinga (Vi Mode Inc. Project);1;4;3410;
Lauri Kallio;1;1;8371;
Voyager;1;2;5474;
Stefan ringer;1;1;8372;
Sam Ruffillo;2;2;5475;
The Strangers;1;2;5476;
zensei ゼンセー;1;1;8373;
Computer Graphics;1;1;8374;
luçïd (Paris);1;1;8375;
The Allergies;1;1;8376;
Alex Albrecht;1;1;8377;
X.Y.R.;1;1;8378;
Convertion;1;1;8379;
David Joseph;1;2;5477;
Lucy Hawkins;1;1;8380;
Lola;1;1;8381;
Prince Charles and the City Beat Band;1;1;8382;
Liquid Liquid;1;1;8383;
Adonis;1;3;4129;
Goya;1;1;8384;
Jubël;1;1;8385;
Lilly Wood & The Prick;1;1;8386;
Aludra;2;2;5478;
Mike Posner;1;1;8387;
Keymos;1;1;8388;
anamē;1;1;8389;
Steam phunk;1;1;8390;
puulse;1;1;8391;
Kaphy;1;1;8392;
Recens;1;1;8393;
P.A.V;1;1;8394;
WizTheMc;1;1;8395;
Luminae;1;1;8396;
Rolipso;1;1;8397;
Asheru And Blue Black Of The Unspoken Heard;1;1;8398;
Clockwork Voodoo Freaks;1;1;8399;
Guru;3;7;2239;
Black Eyed Peas;1;1;8400;
The Sequence;1;3;4130;
Stetsasonic;1;1;8401;
Ultramagnetic MC's;1;1;8402;
Ugly Duckling;3;6;2519;
Blackalicious;2;4;3411;
Definition Of Sound;1;1;8403;
Harlem World Crew;1;1;8404;
Zumbi;1;2;5479;
UMC's;1;1;8405;
The Globetroddas;1;1;8406;
Ice-T;1;1;8407;
Elite Beat;2;2;5480;
Bison;1;1;8408;
Young M.C.;1;2;5481;
Brand Nubian;1;1;8409;
Jungle Brothers;12;18;888;
Magnus;1;1;8410;
DRay;1;1;8411;
Hugel;2;2;5482;
Change;1;1;8412;
Propaganda;1;1;8413;
Trussel;1;2;5483;
Ingram;1;1;8414;
Dance 2 Trance;1;3;4131;
Carlos Garnett;1;1;8415;
Mandingo Griot Society;1;3;4132;
Ornette Coleman;1;1;8416;
Young American Primitive;1;1;8417;
TW Funkmasters;1;1;8418;
Marvin Pontiac;1;1;8419;
Normal Brain;1;1;8420;
Soul Center;1;1;8421;
Raz Ohara;1;1;8422;
Günther Lause;1;1;8423;
Console;1;1;8424;
Dead Cities;1;2;5484;
Stephen Brown;1;1;8425;
Bananagun (Aus);2;2;5485;
Sitka Sun;1;1;8426;
The Pharcyde;1;3;4133;
Digable Planets;1;2;5486;
Andy Cooper;1;2;5487;
Eduardo Muchacho;1;2;5488;
Isaac Aesili;1;2;5489;
Hobie;1;2;5490;
Frizzy P & Mr Cole;1;1;8427;
Mo' Horizons;2;2;5491;
Funky Destination;1;1;8428;
Freaquen.C;1;1;8429;
Mestizo Beat;1;1;8430;
Max Sedgley;1;1;8431;
Seelenluft;1;1;8432;
DJ Jazzy Jeff;1;1;8433;
Alchemical Sisters;1;3;4134;
Chris Malinchak;1;1;8434;
RÜFÜS DU SOL;2;2;5492;
Jeff The Fool;3;5;2896;
Sean La'Brooy;1;1;8435;
HoneyDripper;1;1;8436;
Grant;1;1;8437;
Nat Tate;1;1;8438;
Brighter Days Family;2;2;5493;
Jim Sharp;1;1;8439;
Freddie Cruger;1;1;8440;
Red Astaire;2;2;5494;
Jungle Brown;1;1;8441;
Pete Philly & Perquisite;1;1;8442;
New Visionaries;1;1;8443;
RAT BOY;1;1;8444;
Samurai;2;2;5495;
Run the Jewels;1;1;8445;
Marcin Przybyłowicz;1;1;8446;
Bad Intentions;4;4;3412;
Lohrasp Kansara;1;1;8447;
Dirtyloud;1;1;8448;
Kideko;1;1;8449;
Tommy Mambretti;1;1;8450;
Usher;1;1;8451;
Cash Money Millionaires;1;1;8452;
Mase;2;2;5496;
Can You Flow?;2;2;5497;
Breakbeat Kings;1;1;8453;
Big Pun;1;1;8454;
Whodini;1;1;8455;
Black Rob;1;1;8456;
Rob Base;1;1;8457;
Jagged Edge;1;1;8458;
MLIR;1;1;8459;
Jessica 6;2;3;4135;
Nomi Ruiz;1;2;5498;
Fimber Bravo;1;1;8460;
Latarnik;1;1;8461;
Chicane;1;4;3413;
TEYMORI;1;1;8462;
Jorja Smith;1;1;8463;
Oby Onyioha;1;1;8464;
Take One;1;2;5499;
Sound Waves;1;4;3414;
Dez / Andres;1;3;4136;
Montego Bay;1;2;5500;
Diogo Strausz;1;2;5501;
Alton Miller;1;1;8465;
Stacy Kidd;1;1;8466;
Naomi Daniel;1;3;4137;
Frankie Knuckles;2;5;2897;
PLEASURE VOYAGE;1;2;5502;
Randee Jean;1;2;5503;
Soldiers of Twilight;1;2;5504;
Saison;2;3;4138;
Helen Sharpe;1;2;5505;
Marvin Belton;1;2;5506;
Toolate Groove;1;2;5507;
DJ Fudge;5;9;1792;
Housemates;1;2;5508;
Kennebec;1;5;2898;
ANOTR;3;4;3415;
K. Frimpong;1;1;8467;
Zomby;1;1;8468;
Langenberg;1;3;4139;
Kingdom;1;1;8469;
DJ Spen Presents DJ Technic;1;1;8470;
Jimmy Abney;1;1;8471;
Paperclip People;1;1;8472;
Innerzone Orchestra;1;1;8473;
Jules et Spatz;1;1;8474;
Pezzner;1;1;8475;
Revelle27;1;1;8476;
Lake Matisse;1;1;8477;
Rules;1;1;8478;
Luvless;1;1;8479;
Alex Adair;1;1;8480;
fwd/slash;1;1;8481;
Gravagerz;1;1;8482;
Norra;1;1;8483;
heylucas;1;1;8484;
Mx Cartier;1;1;8485;
A-Trak;1;2;5509;
SuperShy;12;58;251;
Flamingosis;1;1;8486;
Hosiannah;1;1;8487;
Golden Gate;1;1;8488;
Gome;1;2;5510;
Lovebirds;2;2;5511;
E. Live;3;3;4140;
DJ burgerhead;1;1;8489;
Mateis e. aqir;1;1;8490;
Nostalgic;1;2;5512;
Mappa Mundi;1;1;8491;
Freestyle Fellowship;1;1;8492;
Q-Tip;1;1;8493;
The Brand New Heavies;1;1;8494;
The Nextmen;1;1;8495;
Cem Mo;1;1;8496;
Elodie;1;1;8497;
Merope;1;1;8498;
Organic Pulse Ensemble;1;1;8499;
O Yuki Conjugate;1;1;8500;
odaiba;1;1;8501;
Evans Pyramid;1;1;8502;
Austin Ato;1;1;8503;
Escort;1;1;8504;
Kabbala;1;1;8505;
Apparel Wax;2;2;5513;
Cosmo Klein;1;1;8506;
S3A;1;1;8507;
Route 8;1;1;8508;
Nic Fanciulli;1;3;4141;
Olive F;1;1;8509;
Nice7;1;2;5514;
Obskür;1;1;8510;
Vaggio;1;1;8511;
Amine Edge & Dance;1;1;8512;
Alan Dixon;1;1;8513;
The Shapeshifters;1;1;8514;
Duck Sauce;1;1;8515;
Low Steppa;1;1;8516;
Shakedown;1;3;4142;
Harry Wolfman;1;1;8517;
Papa Soul;1;1;8518;
Stoned Autopilot;1;1;8519;
Pete Rock & C.L. Smooth;1;1;8520;
Sjava;1;1;8521;
KWC 92;1;1;8522;
Música esporádica;1;1;8523;
Nate Smith;3;7;2240;
Alexandre Rodrigues;1;1;8524;
Daniel Maunick;1;1;8525;
Cloudface;1;1;8526;
Masahiro Sugaya;1;1;8527;
Naughty By Nature;1;2;5515;
LL Cool J;1;1;8528;
Mark Morrison;1;1;8529;
Alexander Sopchek;1;1;8530;
Helen Ripley-Marshall;1;1;8531;
Toribio;1;2;5516;
Clarian;1;1;8532;
ellktro;1;1;8533;
PinkPantheress;1;1;8534;
Black Balloons;1;1;8535;
Kaskade;1;1;8536;
Trent Reznor and Atticus Ross;2;2;5517;
ErrX;1;1;8537;
Starjunk 95;2;3;4143;
Cinnamon Chasers;1;1;8538;
Higgo;1;1;8539;
Passing Currents;1;1;8540;
Yaego;1;1;8541;
La Roux;1;1;8542;
Pep Llopis;1;1;8543;
Nachtbraker;2;7;2241;
AN-2;1;1;8544;
Sonny Fodera;1;1;8545;
Dom Dolla;1;1;8546;
Ninajirachi;1;1;8547;
bbno$;1;1;8548;
JID;1;1;8549;
Fisher;1;1;8550;
SZA;1;1;8551;
LXNGVX;1;1;8552;
Jack Harlow;1;1;8553;
Shoreline Mafia;1;1;8554;
AR/CO;1;1;8555;
Mike Dunn;2;17;943;
John Julius Knight;1;2;5518;
Azuro;1;4;3416;
Groove Assassin;1;2;5519;
Demuir;3;7;2242;
Jon Cutler;1;3;4144;
Shuya Okino;1;3;4145;
Adelphi Music Factory;1;3;4146;
Lood;1;3;4147;
DJ Disciple;1;3;4148;
Fred Everything;1;10;1625;
Mattei & Omich;1;3;4149;
Rhemi;1;3;4150;
Not Without Friends;1;2;5520;
Groove P;2;5;2899;
Simon Kidzoo;1;2;5521;
Huxley;1;2;5522;
Sticks & Stonez;3;8;1990;
Matt Early;1;3;4151;
Rawdio;1;1;8556;
DJ Sneak;1;1;8557;
Moxy Edits;1;3;4152;
Hatiras;1;3;4153;
Discoloverz;1;3;4154;
D Stone;1;3;4155;
Soul Reductions;1;5;2900;
Igor Gonya;17;43;338;
Skyline Sun;1;2;5523;
Robin Masters Orchestra;1;9;1793;
