Artist;Name;Scrobbles;Rank
"Seiji";"DJ-Kicks (DJ Mix)";"2";"6443"
"Snowboy and The Latin Section";"DJ-Kicks (DJ Mix)";"1";"9890"
"Drymbago";"DJ-Kicks (DJ Mix)";"1";"9891"
"Harald Kindseth";"Habitat EP";"1";"9892"
"Nicolas Jaar";"Cenizas";"26";"437"
"Kaitlyn Aurelia Smith";"The Steady Heart";"1";"9893"
"Ólafur Arnalds";"Trance Frendz";"19";"690"
"Kelela & Asmara";"Aquaphoria";"1";"9894"
"Z Lovecraft";"Youandmusic, Vol. 1";"3";"4833"
"Leonidas";"Youandmusic, Vol. 1";"12";"1269"
"Alice Russell";"Under the Munka Moon, Pt. 2";"13";"1159"
"Frédéric Chopin";"Chopin: Nocturnes (Volume 1)";"2";"6444"
"Helene Roche";"Veracity";"2";"6445"
"Peter Sandberg";"Balm";"4";"3819"
"Bionda van der Ham";"Zomer";"1";"9895"
"Snow In April";"Magnolia";"1";"9896"
"Julius Aston";"Trieste";"3";"4834"
"Ruben Galloway";"In The Stillness";"1";"9897"
"Peter Cavallo";"The Half Light";"1";"9898"
"Leslie Miles";"Miles Away";"2";"6446"
"Elder Lockhart";"Ex Nihilo Nihil Fit";"3";"4835"
"Aron Edwards";"Couronne";"2";"6447"
"Rebour";"Piano & Chill";"1";"9899"
"Joep Beving";"Ala";"17";"803"
"Christopher Dicker";"Solitaire";"1";"9900"
"Ragnar Seaholm";"Small Steps";"1";"9901"
"Johannes Bornlöf";"As the Years Go By";"3";"4836"
"Alec Windt";"In Love";"2";"6448"
"Rebecca Leonard";"Incandescence";"2";"6449"
"Renato Luigi";"Bergamo";"1";"9902"
"Oneke";"More than Close";"2";"6450"
"Olivia Belli";"Silent Dusk / Beside The Spring";"2";"6451"
"Dominique Charpentier";"La tendresse";"2";"6452"
"Peter Sandberg";"Dismantle";"2";"6453"
"Robin Bennich";"Free Fall";"1";"9903"
"Dominique Marais";"D-Bus-Y";"2";"6454"
"Oskar Schuster";"Theben";"2";"6455"
"Mauro Cangemi";"Continuo";"1";"9904"
"Milo Edale";"The Piano Inside";"1";"9905"
"Juan Maria Solare";"Numbered Places, Vol. 1";"2";"6456"
"Tristan Eckerson";"Trozo Revisited";"2";"6457"
"Muriël Bostdorp";"Revive";"3";"4837"
"Sarah Spring";"Under Cold Water";"2";"6458"
"Sigríður";"Interconnectivity";"3";"4838"
"Sergio Díaz De Rojas";"Waltz";"1";"9906"
"Martin Greenbaum";"Folk Dances";"1";"9907"
"Dagmar Collier";"Qui vivra verra";"1";"9908"
"Roman Jensen";"Sail";"2";"6459"
"Max Swan";"Downstreams";"1";"9909"
"Daigo Hanada";"Ouka";"1";"9910"
"Tosh Møller";"Længsel";"1";"9911"
"Csizmazia Etel";"Szerelem";"1";"9912"
"Karin Borg";"Norrsken";"1";"9913"
"Amy-Leigh Williamson";"To Brodie";"1";"9914"
"Sufi Ellman";"Bliss";"2";"6460"
"Heike Blau";"Heimweh";"1";"9915"
"Rhiannon Bannenberg";"Ambrosia (Official Soundtrack)";"1";"9916"
"Moy Finneas";"Weaving";"2";"6461"
"Heike Blau";"Fernweh";"1";"9917"
"Aleksy Wysocki";"Lato";"1";"9918"
"Sigimund";"Piano & Chill";"2";"6462"
"Eamonn Watt";"A Simple Little Lullaby";"1";"9919"
"Leroy Bolander";"Mrs.Kelley";"2";"6463"
"Zachary Patel";"Bartram's Garden";"2";"6464"
"Moux";"Gaze";"2";"6465"
"Clara Nishimoto";"Musing";"1";"9920"
"Johannes Bornlöf";"Dear Sleep";"1";"9921"
"Bodor Vencel";"Gondolkodás";"2";"6466"
"Gavin Luke";"Luster";"2";"6467"
"Massimo Natali [IT]";"Nobody's Home";"2";"6468"
"Annebelle Coenraad";"Ik zie je snel weer";"2";"6469"
"Ana Olgica";"Sugarcane";"1";"9922"
"Quinn MacKenzie";"Rannoch Moor";"2";"6470"
"Akira Kosemura";"Komorebi";"6";"2640"
"Kozue Ojima";"Hand in Hand";"2";"6471"
"Sam Eber";"When All Else Fades";"3";"4839"
"Klaus Weissmuller";"fabienne";"1";"9923"
"Kaja Voll";"Kanskje en vakker dag";"1";"9924"
"Santo Trevisani";"What if we never met";"2";"6472"
"Joy Orbison";"81b";"2";"6473"
"Alfa Mist";"Energy";"1";"9925"
"Mr. Scruff";"3001: A Space Disco Remix (DJ-Kicks)";"1";"9926"
"Paddy Steer";"DJ-Kicks (Mr. Scruff) [DJ Mix]";"2";"6474"
"Andy Ash";"DJ-Kicks (Mr. Scruff) [DJ Mix]";"5";"3129"
"Seiji";"DJ-Kicks (Mr. Scruff) [DJ Mix]";"3";"4840"
"Romaal Kultan";"Off Grid";"3";"4841"
"Jpye";"Twonk & Friends - L' Orient";"1";"9927"
"Axel Boman";"Eyes Of My Mind";"12";"1270"
"Axel Boman";"Le New Life";"38";"276"
"Kurt Adam";"Kervan";"1";"9928"
"Stimming";"Eiger Nordwand EP";"3";"4842"
"Alfa Mist";"Epoch";"6";"2641"
"Lee Fields & The Expressions";"Truth & Soul presents Lee Fields (The 45 Mixes)";"5";"3130"
"Jimmy Whoo";"Basic instinct";"9";"1759"
"Folamour";"Ordinary Drugs";"66";"124"
"44th Move";"Broken";"4";"3820"
"Manu Dibango";"Ceddo (Bande originale du film)";"1";"9929"
"thool";"Thool";"2";"6475"
"Dreems";"In Deep Waters";"38";"277"
"Charlotte Funke";"Episode";"1";"9930"
"Jaidy Thissen";"schemering";"1";"9931"
"Zemfira Mironova";"Lelyah";"2";"6476"
"Adam Fincher";"Pearly White";"1";"9932"
"Aaron Lansing";"Faded Dreams";"2";"6477"
"Falerina Paquet";"Fin de l'été";"1";"9933"
"Joel Lyssarides";"Dreamer";"2";"6478"
"Francie Stooge";"Daybreak";"2";"6479"
"Nils Frahm";"Screws";"8";"1985"
"Tomasz Kraal";"Valse Glacée";"2";"6480"
"Robin Bennich";"Looking Forward, Looking Backward";"1";"9934"
"Bela Nemeth";"This Moment";"1";"9935"
"Lennon McKenna";"Perspectives";"2";"6481"
"Elizabeth Bouknight";"Eau Claire";"1";"9936"
"Eline Neteland";"Ærlighet";"2";"6482"
"Józef Gatysik";"Evolutionistically Yours";"2";"6483"
"Ever So Blue";"Fragment";"3";"4843"
"Way Beyond";"Floating";"1";"9937"
"Fioretta Rizzo";"Ci vediamo domani";"1";"9938"
"Jitka Kubr";"Komorebi";"1";"9939"
"Tomasz Kraal";"The Swan";"2";"6484"
"Maya Åström";"Den första snön";"1";"9940"
"Jef Martens";"Soirées sans toi";"1";"9941"
"Valbona Ceferin";"Hvaležni";"1";"9942"
"Joseph Caleb";"Collected";"1";"9943"
"Matti Bye";"Faller Snö";"2";"6485"
"Nicola conti";"Chi cerca trova";"2";"6486"
"Minnie Scolanti";"Timelapse";"2";"6487"
"Kolorascze";"Aion";"1";"9944"
"Falerina Paquet";"Prends soin de toi";"1";"9945"
"Christopher Dicker";"Hands";"2";"6488"
"Denise Billingsley";"Meet me";"1";"9946"
"Charles Bolt";"Charles Bolt";"3";"4844"
"Réka Ioescu";"Endymion";"2";"6489"
"Oneke";"Rays of Hope";"2";"6490"
"Thomasine Robinson";"It is a Beauteous Evening";"2";"6491"
"Adam Fincher";"Forrester";"1";"9947"
"Alida Sørby";"Kjæreste";"2";"6492"
"PIANO NOVEL";"Connected Colors";"1";"9948"
"Germain Lesage";"trouvaille";"2";"6493"
"Justin Withers";"Theme From the Lost Ones";"2";"6494"
"Csizmazia Etel";"Olyan szép vagy";"1";"9949"
"Henrietta Kuipers";"Salvatore";"2";"6495"
"Léon Branche";"After the Silence";"1";"9950"
"Joel Lyssarides";"Björninnan";"1";"9951"
"Leyton Stills";"Human";"2";"6496"
"Alexandra Streliski";"Plus tôt";"1";"9952"
"Jim Perkins";"Outside";"2";"6497"
"Sigrid Vass";"Aquatic";"2";"6498"
"Borghild Wenn";"Filotimo";"1";"9953"
"Ricki Westberg";"When We First Met";"2";"6499"
"Heinz Goldblatt";"Traveling";"2";"6500"
"Frano Stanić";"Misli na tebe";"1";"9954"
"Gavin Luke";"Night Walk";"2";"6501"
"Alexis Ffrench";"Dreamland (Solo Piano Version)";"1";"9955"
"Luke Faulkner";"Clocks";"1";"9956"
"Jensine Fleischer";"Adalene";"1";"9957"
"Jordane Tumarinson";"Automne";"1";"9958"
"Davorka Poljak";"Kozjak";"2";"6502"
"Kendra Logozar";"Equilibrium";"1";"9959"
"Kyran Martin";"Brig O' Balgownie";"1";"9960"
"José Marquez";"Ode to the DJ (feat. Tshaka Campbell)";"1";"9961"
"Darkstar";"Wolf (John Talabot Remixes)";"2";"6503"
"Umoja";"Owewe";"5";"3131"
"Alejandro Mosso";"Amatista Ep";"14";"1037"
"Alejandro Mosso";"Rituals Album";"8";"1986"
"S.A. Karl";"Castor / Pollux";"1";"9962"
"Ezequiel Johnson";"A New Year's Walk";"2";"6504"
"Elliot Ziegler";"Zéphyrine";"4";"3821"
"Darrell Vitagliano";"Crisantemo";"2";"6505"
"Zwera";"Mass";"1";"9963"
"Petra Birgisdóttir";"Súlur";"2";"6506"
"Hayden Cargile";"Tinamou";"1";"9964"
"Eamonn Watt";"Reflections";"1";"9965"
"Karin Borg";"Preludium";"1";"9966"
"Novo Talos";"Carry On";"2";"6507"
"Riccardo Lettiere";"Magari";"1";"9967"
"Sufi Sheman";"Sentiment";"1";"9968"
"Federico Montoya";"Theme from Lazarus";"2";"6508"
"Hermann";"Leaves (Remastered)";"1";"9969"
"Mewael Yemane";"Wishes";"1";"9970"
"Tosh Møller";"Alene uden dig";"1";"9971"
"Floriscope";"Petals";"2";"6509"
"Emanuel Fremont";"Thinking about Jane";"1";"9972"
"Zwera";"Causality";"1";"9973"
"Haru Kitamura";"First Sunrise";"1";"9974"
"Hayden Cargile";"Scarlet Macaw";"2";"6510"
"Domenico Cattaneo";"Senza tentazioni, senza onore";"1";"9975"
"Florence Bellefeuille";"Quand on a pas ce que l’on aime, il faut aimer ce que l’on a";"2";"6511"
"Doris Casella";"Anwyll";"1";"9976"
"Joep Beving";"Solitude";"2";"6512"
"Dominique Marais";"A Perceptual Process";"1";"9977"
"S.J Morgan";"Rivers";"2";"6513"
"Jacob LaVallee";"In This Way";"2";"6514"
"Jan Thiel";"Süda";"2";"6515"
"Juliet Moss";"Abstract";"1";"9978"
"Jacob LaVallee";"A Place I Know";"1";"9979"
"Berlioz";"A Letter Home";"1";"9980"
"Maria Marble";"Hiemal";"1";"9981"
"Santo Trevisani";"If you ever change your mind";"1";"9982"
"Céline Aubin";"Mère bien-aimée";"2";"6516"
"Eamonn Watt";"Nightfall";"2";"6517"
"Eric Cadogan";"Confidante";"1";"9983"
"Hiroko Murakami";"Everlasting Oath";"2";"6518"
"Teodor Wolgers";"hopes";"1";"9984"
"Charles Bolt";"Tone of Love";"1";"9985"
"Romaine LaGrande";"Pense à moi";"1";"9986"
"Otto Wahl";"Awakening";"1";"9987"
"Davorka Poljak";"Isonzo";"1";"9988"
"Una Luna";"Send A Raven North";"1";"9989"
"Amity Fall";"Without";"1";"9990"
"Biba Dupont";"Indigo";"1";"9991"
"Anthony Sullivan";"From This Day";"1";"9992"
"GÅEL";"Mid Air";"2";"6519"
"Berlioz";"Isla De Flores";"1";"9993"
"Piotr Miteska";"Squares of Life";"1";"9994"
"Aenor";"Pachm";"2";"6520"
"Darrell Boxman";"Oudewater";"1";"9995"
"Olivier Mournier";"Pour tous les cœurs du monde";"1";"9996"
"Isaac Nash";"Fairfield";"1";"9997"
"Aaron Lansing";"Naive Spin";"1";"9998"
"Olivia Belli";"Rolling Pebbles / The Faun’s Dream";"1";"9999"
"Odin Sørlie";"Lucida";"1";"10000"
"Zygmunt Czarnecki";"Zakopane";"2";"6521"
"Samuel Lindon";"Meadow Mornings";"1";"10001"
"Jase Moran";"Distant Lapse";"1";"10002"
"Max Swan";"After The Rain";"1";"10003"
"Saeko Seki";"Aoyama Bochi";"1";"10004"
"SYML";"Where's My Love (Piano Solo)";"1";"10005"
"Jan Kubec";"Toužebný";"2";"6522"
"Gabríel Ólafs";"Staircase Sonata";"1";"10006"
"Leroy Bolander";"That day";"1";"10007"
"Vala Capon";"Presto arriverà il sole";"1";"10008"
"Peter Cavallo";"Rainy Day";"2";"6523"
"Samuel Lindon";"La tour";"2";"6524"
"Jesse Brown";"Notes From Tom";"1";"10009"
"Mark Souzek";"Les Etudes";"1";"10010"
"Ray Hutchcraft";"Marble Falls";"2";"6525"
"Jensine Fleischer";"Dalliance";"1";"10011"
"Eric Badanti";"Airbourne";"1";"10012"
"Isotope 217";"The Unstable Molecule";"1";"10013"
"Satoshi Ashikawa";"Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990";"1";"10014"
"Max Richter";"A Catalogue of Afternoons";"3";"4845"
"Melanie Adler";"Gratitude";"1";"10015"
"Gavin Luke";"Solace";"1";"10016"
"Juultje Berben";"Uitwaaien";"1";"10017"
"Ever So Blue";"Traces";"1";"10018"
"Lummus Park";"Ocean And 17th";"2";"6526"
"Melanie Adler";"The Thing With Feathers";"1";"10019"
"Fioretta Rizzo";"Nel bisogno si riconosce il vero amico";"2";"6527"
"Karin Borg";"Kebnekajse";"1";"10020"
"Sumsar";"Amorous Rebound";"2";"6528"
"Haakon Stange";"Finding Hope";"1";"10021"
"Vail Bizier";"Ce n’est pas la mer à boire";"1";"10022"
"Lucas Vendrai";"Pas de deux";"1";"10023"
"Patrizio Pisani";"Guardami";"1";"10024"
"Piotr Wiese";"We Won't Waltz Together";"2";"6529"
"Franz Gordon";"Jeremy and Maureen";"1";"10025"
"Arelius";"Elements";"1";"10026"
"Camilla Selezneva";"Sasha";"1";"10027"
"Jonwayne";"40 Winks";"1";"10028"
"Pete Drake";"Forever - Single";"1";"10029"
"Delroy Edwards";"Hangin' At The Beach";"1";"10030"
"Mr. Scruff";"Keep It Unreal (10th Anniversary Analogue Remaster Edition)";"8";"1987"
"Monster Rally";"Flowering Jungle";"8";"1988"
"Cleaners From Venus";"On Any Normal Monday";"1";"10031"
"Robert Mitchum";"Robert Mitchum Sings";"1";"10032"
"Kit Sebastian";"Mantra Moderne";"14";"1038"
"Devin the Dude";"Still Rollin' Up: Somethin' To Ride With";"1";"10033"
"Drexciya";"Neptunes Lair";"4";"3822"
"Budgie";"Panty Soakers 4";"2";"6530"
"Earth Trax";"LP1";"16";"868"
"Kit Sebastian";"Mantra Moderne (Deluxe Edition)";"2";"6531"
"Martyn";"One Eye EP";"1";"10034"
"Patrick Cowley";"Afternooners";"4";"3823"
"Matty";"Selfportrait";"1";"10035"
"Arnie Love & the Lovettes";"Invisible Wind";"1";"10036"
"Slick Rick";"Behind Bars";"2";"6532"
"Yellow Magic Orchestra";"Yellow Magic Orchestra";"3";"4846"
"Gratitude";"We Are Here To Party";"1";"10037"
"Pan Amsterdam";"The Pocket Watch";"1";"10038"
"Cassio Ware";"blaze productions";"1";"10039"
"Matt Karmil";"STS371";"3";"4847"
"I:Cube";"DJ-Kicks EP";"1";"10040"
"Brandt Brauer Frick";"Echo";"2";"6533"
"Space Dimension Controller";"Planète Contraire";"3";"4848"
"Almunia";"Remix Sampler";"1";"10041"
"NUfrequency;Ben Onono";"Rebirth Essentials Volume Five";"1";"10042"
"Onyx Collective";"Manhattan Special";"4";"3824"
"Jennifer Lara";"Studio One Classics";"1";"10043"
"Payfone";"Last Night in Sant Celoni";"4";"3825"
"Supreme Jubilees";"Good God! Apocryphal Hymns";"2";"6534"
"Channel Tres";"Controller";"1";"10044"
"Benny Sings";"Passionfruit";"6";"2642"
"Dennis Brown";"Love & Hate";"1";"10045"
"Nu-Matic";"Hard Times";"1";"10046"
"Atom TM";"Around the World With Señor Coconut and His Orchestra";"1";"10047"
"Gloria Ann Taylor";"Love Is A Hurtin' Thing";"3";"4849"
"Kiefer";"Happysad";"41";"254"
"Chessie";"Overnight";"1";"10048"
"Kid Loco";"The Rare Birds";"1";"10049"
"Pender Street Steppers";"The Glass City";"11";"1409"
"Apiento";"Things You Do For Love";"3";"4850"
"Ibu Selva";"Earthly Tapes 01";"1";"10050"
"Dreems";"Earthly Tapes 01";"2";"6535"
"Keope";"Bigamo Remixed Pt. 1";"1";"10051"
"Maajo";"Kuru Kuru";"31";"345"
"Payfone";"Last Night in Sant Celoni (feat. Jaz James)";"11";"1410"
"Teste";"The Wipe / Ascend";"1";"10052"
"Jah Shaka";"Brimstone and Fire";"1";"10053"
"Cleaners From Venus";"Number Thirteen";"2";"6536"
"Anna Domino";"East and West + Live In Japan";"2";"6537"
"Dean Blunt";"soul on fire";"1";"10054"
"Jan Jelinek";"Loop-Finding-Jazz-Records";"4";"3826"
"USG";"Word, Sound & Power";"2";"6538"
"Decora";"Bread and Oats";"2";"6539"
"Cass McCombs";"Big Wheel and Others";"1";"10055"
"Lama";"Italo Disco Vol. 2";"2";"6540"
"Ali Farka Touré";"In the Heart of the Moon";"9";"1760"
"40 Thieves";"Don't Turn It Off Remixes";"5";"3132"
"Rammellzee";"Giant Single: Profile Records Rap Anthology";"2";"6541"
"Vincent Ahehehinnou";"Best Woman (Analog Africa Dance Edition No. 5)";"1";"10056"
"Nico";"Chelsea Girl";"1";"10057"
"Donato Dozzy";"Mindless Fullness";"1";"10058"
"Becker & Mukai";"Time Very Near";"26";"438"
"Aril Brikha";"Deeparture in Time - Revisited";"1";"10059"
"Mickey Moonlight";"And The Time Axis Manipulation Corporation";"2";"6542"
"Yacht";"Psychic City";"4";"3827"
"Circuit Breaker";"Blueprints for Modern Technology, Vol. 1";"1";"10060"
"Mood II Swing";"The Lost Deep House Trax - Volume One";"2";"6543"
"Alejandro Mosso";"Other Worlds";"2";"6544"
"Little Jinder´s Unreleased Romance";"Travel Back In Time";"2";"6545"
"Basement Jaxx";"Lost Remixes (1999 - 2009)";"1";"10061"
"David Walters";"Kryé Mwen (Remixes)";"2";"6546"
"Aleksi Perälä";"Ovuca Bonus";"1";"10062"
"International Music System";"IMS, Vol. 1 (LP)";"2";"6547"
"Sean Nicholas Savage";"Other Life";"1";"10063"
"Louis Hardin";"Moondog";"2";"6548"
"Muddy Monk";"Longue Ride";"2";"6549"
"Don Carlos";"Mediterraneo (Club Favourites Collection '90/98)";"2";"6550"
"Ebo Taylor";"Conflict";"1";"10064"
"Channel Tres";"Black Moses";"1";"10065"
"Bibio";"Lovers Carvings (WXAXRXP Session)";"1";"10066"
"The In Crowd";"His Majesty Is Coming";"2";"6551"
"Duke Reid's All Stars";"The Treasure Isle Story";"2";"6552"
"Jacob Desvarieux";"Banzawa";"1";"10067"
"Laraaji";"Vision Songs, Vol.1";"6";"2643"
"Karriem Riggins";"Headnod Suite";"2";"6553"
"Alton Ellis";"The Aggrovators Present: Alton Ellis";"1";"10068"
"Ike Turner & The Kings Of Rhythm";"A Black Man's Soul";"1";"10069"
"SWV";"Release Some Tension";"1";"10070"
"Felix da Housecat";"Kittenz and Thee Glitz";"1";"10071"
"LF58";"Alterazione";"3";"4851"
"John Wizards";"John Wizards";"3";"4852"
"Mac-Talla Nan Creag";"The Sorrow Of Derdriu";"4";"3828"
"Verinda";"Dust";"1";"10072"
"Mae Ji-Yoon";"Vibrations";"1";"10073"
"Romaine LaGrande";"Tu me fascines";"1";"10074"
"Patricia Sevin";"Choices";"1";"10075"
"Albert Riqueti";"Comforting";"1";"10076"
"Patrick Buote";"Heaven";"1";"10077"
"Élise Aucoin";"Qui n’avance pas, recule";"1";"10078"
"Réka Ioescu";"Amadeus";"1";"10079"
"Minik Jakobsen";"Limerence";"1";"10080"
"Kendra Logozar";"Softly";"1";"10081"
"Jef Martens";"delta/alpha";"1";"10082"
"Evelyn Stein";"Quiet resource";"1";"10083"
"Leonardo Cupelli";"Here";"1";"10084"
"Padang Food Tigers";"Ready Country Nimbus";"32";"333"
"Kutiman";"Lines from Different Sources";"6";"2644"
"Kutiman";"Mix Istanbul";"1";"10085"
"Matthias Meyer";"Strangely Enough EP";"1";"10086"
"Payfone";"I Was in New York / A Prayer for Maya Angelou";"1";"10087"
"Saint Etienne";"Casino Classics (Deluxe Edition)";"1";"10088"
"Galaxy 2 Galaxy";"Galaxy 2 Galaxy: A High Tech Jazz Compilation";"2";"6554"
"Harold Melvin & The Blue Notes";"Wake Up Everybody";"1";"10089"
"Kadhja Bonet";"The Visitor";"1";"10090"
"Dennis Brown";"Reggae Anthology: Dennis Brown - Crown Prince of Reggae - Singles (1972-1985)";"1";"10091"
"Labi Siffre";"Crying, Laughing, Loving, Lying";"1";"10092"
"Lonnie Liston Smith & The Cosmic Echoes";"Visions of a New World";"1";"10093"
"Dorothy Ashby";"Afro-Harping";"1";"10094"
"The Apples in Stereo";"Fun Trick Noisemaker";"1";"10095"
"Acid Pauli";"Mainacht";"8";"1989"
"Move D";"Let's Call It a Day";"17";"804"
"Payfone";"Paradise / Mice Life / Subcoinscient Lamentation";"10";"1571"
"Big Hard Excellent Fish";"Imperfect List";"1";"10096"
"Channel Tres";"Black Moses (feat. JPEGMAFIA)";"1";"10097"
"Moodymann";"Forevernevermore";"9";"1761"
"William Onyeabor";"Great Lover";"1";"10098"
"Nick Hakim";"Will This Make Me Good";"7";"2261"
"Moses Sumney";"græ";"5";"3133"
"air space ark";"All Rivers Lead";"3";"4853"
"Emanative";"Energy";"9";"1762"
"Clap! Clap!";"Liquid Portraits";"58";"153"
"Tenderlonious";"Impressions";"1";"10099"
"Songwriters' Forum";"Volume I";"1";"10100"
"Kaitlyn Aurelia Smith";"Carrying Gravity";"1";"10101"
"Ghostpoet";"I Grow Tired But Dare Not Fall Asleep";"13";"1160"
"Kid Creole And The Coconuts";"I Do Believe";"2";"6555"
"Peggy Gou";"Moment EP";"2";"6556"
"Richard Ulh";"Becouse of This";"1";"10102"
"Duval Timothy";"Sen Am";"9";"1763"
"Lambert";"Gdansk";"4";"3829"
"Kiefer";"Superbloom";"45";"219"
"Kiefer";"May 20";"1";"10103"
"rRoxymore";"Face to Phase";"2";"6557"
"Christina Galisatus";"Root";"2";"6558"
"Photek";"T'Raenon (Remastered Edition)";"2";"6559"
"Daphne";"When You Love Someone";"1";"10104"
"Nate Young";"Volume One: Dilemmas Of Identity";"2";"6560"
"Gabriel Garzón-Montano";"Bishouné: Alma del Huila Instrumentals";"1";"10105"
"Kara-Lis Coverdale";"Late Night Tales: Floating Points";"1";"10106"
"Monoton";"Blau - Monotonprodukt 02 26y++";"1";"10107"
"Kaitlyn Aurelia Smith";"The Mosaic of Transformation";"71";"108"
"Dengue Dengue Dengue";"Humos EP";"2";"6561"
"Jimi Jules";"Karma Baby EP";"1";"10108"
"El Michels Affair";"12345678910";"1";"10109"
"History of Colour";"Antumbra";"25";"462"
"Miss Kittin";"First Album (2009 Reissue)";"1";"10110"
"Rabii Harnoune";"GNAWA ELECTRIC LAUNE";"5";"3134"
"JOYFULTALK";"A Separation Of Being";"7";"2262"
"Folamour";"I Miss Having Someone to Talk To";"5";"3135"
"Onward International";"Foot in the Door";"1";"10111"
"Trances";"Trances Remixed";"3";"4854"
"Dream Cycle";"Part Three";"3";"4855"
"ras";"RAS II";"3";"4856"
"Yu Su";"233";"1";"10112"
"Saloli";"The Deep End";"2";"6562"
"Circle Of Live";"Live at Freerotation 2018";"1";"10113"
"Verjault";"Violet";"1";"10114"
"Romare";"Sunshine";"7";"2263"
"Oceanvs Orientalis";"Khronos (Bonus EP)";"1";"10115"
"frollein smilla";"Golden Future";"3";"4857"
"Oceanvs Orientalis";"Khronos";"1";"10116"
"Photay";"Is It Right?";"1";"10117"
"Rippps";"Hue";"1";"10118"
"Planetary Assault Systems";"Archives";"1";"10119"
"The Barry Sisters";"Their Greatest Yiddish Hits";"10";"1572"
"Edward Sharpe & The Magnetic Zeros";"Up From Below";"7";"2264"
"Oceanvs Orientalis";"Ex Nihilo";"28";"397"
"Claude Nougaro";"L'Amour Sorcier";"2";"6563"
"George T";"Midway";"1";"10120"
"Oni Ayhun";"OAR004";"3";"4858"
"Nubya Garcia";"Pace";"2";"6564"
"⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ";"ooo ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ oʅ͡͡͡͡͡͡͡͡͡͡͡( ؞ৢ؞ؙؖ⁽⁾˜ัิีึื์๎้็๋๊⦁0 ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ఠీੂ೧ູ࿃ूੂ";"19";"691"
"Gary Bartz";"Night Dreamer Direct-To-Disc Sessions";"1";"10121"
"Congi";"Cosmic Vibrations Vol.2";"3";"4859"
"Keleketla!";"Future Toyi Toyi";"3";"4860"
"Native Cruise";"Sky Rider";"6";"2645"
"KOTA The Friend";"EVERYTHING";"3";"4861"
"Alela Diane";"The Pirate's Gospel (Deluxe Edition)";"5";"3136"
"Sadhu Sensi";"Overtone Earth";"3";"4862"
"Johannes Klingebiel";"It's Such a Beautiful Day";"8";"1990"
"Nicola Conte";"The Higher Love";"15";"952"
"Katharina Ernst";"Extrametric";"1";"10122"
"Skinshape";"Afande";"8";"1991"
"EOB";"Brasil";"1";"10123"
"Session Victim";"Needledrop (Laurence Guy Remix)";"1";"10124"
"Maria Bethânia";"Demarcação Já Remix 2";"1";"10125"
"Ego Ella May";"Give A Little";"1";"10126"
"Art Feynman";"Not My Guy";"1";"10127"
"Khruangbin";"So We Won't Forget";"3";"4863"
"Hector Plimmer";"Wall Street (Matthew Herbert's Street Dub)";"1";"10128"
"Free the Robots";"Aswang";"1";"10129"
"Gaijin Blues";"Gaijin Blues";"1";"10130"
"Green-House";"Six Songs For Invisible Gardens";"170";"18"
"Gaijin Blues";"Gaijin Blues II";"1";"10131"
"Golden Bug";"Vibrations Métalliques";"6";"2646"
"187 Lockdown";"Gunman (Mixes)";"1";"10132"
"Luca Musto";"Call Me on the Regular";"11";"1411"
"Philou Louzolo";"Nubian Quadrant";"3";"4864"
"So Inagawa";"Logo Queen EP";"2";"6565"
"Helium Robots";"Rainbow Disco Club Vol. 1";"1";"10133"
"Leifur James";"Angel In Disguise";"45";"220"
"Yør Kultura";"Ours Is Yours";"1";"10134"
"Seb Wildblood";"Hazy House";"8";"1992"
"WhoMadeWho";"Anywhere in the World";"1";"10135"
"The Grid";"Floatation (2020 Special Request Redition)";"1";"10136"
"Kiefer";"Be Encouraged";"2";"6566"
"O/Y";"Moodfamily Compilation I";"1";"10137"
"GoGo Penguin";"GoGo Penguin";"19";"692"
"Luis Perez";"Ipan In Xiktli Metztli (México Mágico Cósmico, en el Ombligo de la Luna)";"1";"10138"
"Ketiov";"Rhythm Trainx Vol. 2";"3";"4865"
"FKJ";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"4";"3830"
"Moods";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"2";"6567"
"Emancipator";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"2";"6568"
"DJ Cam Quartet";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"2";"6569"
"Waldeck";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"2";"6570"
"7apes";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"1";"10139"
"Guts";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"1";"10140"
"Gotan Project";"Jazzy Chill: Sweet Jazzy Infused Tunes to Chill Out";"1";"10141"
