Name;Tracks;Scrobbles;Rank
"GodWonder";"1";"1";"5647"
"Jess Sah Bi & Peter One";"8";"27";"513"
"MY MAMA SAID TO GET THINGS DONE";"1";"2";"4202"
"prrrrrrr";"1";"1";"5648"
"DJ Shadow";"3";"3";"3428"
"Mercedes Sosa";"1";"1";"5649"
"Souleance";"17";"25";"559"
"The Human League";"2";"2";"4203"
"bathing";"9";"11";"1352"
"Stanley Cowell Trio";"1";"4";"2900"
"Butcher Brown";"47";"119";"83"
"Martin Waslewski & Ole Biege";"1";"2";"4204"
"Mekine U Teksi";"10";"33";"420"
"Chris Annibell";"1";"1";"5650"
"Alsarah & The Nubatones";"2";"2";"4205"
"Loya";"4";"6";"2243"
"Nathan Fake";"4";"10";"1486"
"Overmono";"3";"4";"2901"
"TFGC011";"1";"1";"5651"
"Om Buschman";"4";"18";"814"
"Sanza";"2";"7";"1980"
"Total Art Of Percussion";"1";"8";"1775"
"Argile";"2";"8";"1776"
"Rüdiger Oppermann's Harp Attack";"1";"4";"2902"
"Bob Moses";"1";"4";"2903"
"Ralf Nowy";"1";"4";"2904"
"Trimopen";"1";"4";"2905"
"Kaidi Tatham";"16";"37";"378"
"TCP";"1";"8";"1777"
"Hunts Determination Band";"1";"1";"5652"
"The Daktaris";"2";"3";"3429"
"Urubu Marinka & Gama";"1";"1";"5653"
"A Macaca with Peace & Rojey";"1";"2";"4206"
"Thomash & Osmarino Freitas";"1";"3";"3430"
"Jaku Nã";"1";"1";"5654"
"Toto Chiavetta";"3";"3";"3431"
"DJ Normal 4";"1";"2";"4207"
"Marbert Rocel";"15";"29";"478"
"Vibe Street";"1";"1";"5655"
"Sarah Kreis";"1";"1";"5656"
"Tropical Twista Records";"2";"2";"4208"
"Gunjah";"1";"1";"5657"
"Calico Horse";"1";"3";"3432"
"Tempo Di Roma";"1";"2";"4209"
"Edit Service 10";"1";"2";"4210"
"Crown Ruler Mix #1";"1";"1";"5658"
"DJ Normal 4   Bufiman";"1";"2";"4211"
"Bufiman   DJ Normal 4";"1";"1";"5659"
"Marvin & Guy";"1";"5";"2511"
"Cyro Baptista";"33";"44";"314"
"Danny White";"1";"1";"5660"
"O Terço";"1";"1";"5661"
"LateComer";"4";"9";"1611"
"Pional";"4";"8";"1778"
"Jullian Gomes";"2";"3";"3433"
"Loose Joints";"3";"3";"3434"
"Baka Pygmies";"3";"3";"3435"
"Valentin Stip";"13";"21";"687"
"Mrs Jones";"2";"11";"1353"
"Nicolas Collins";"5";"12";"1233"
"Jonas Hellborg";"6";"6";"2244"
"Medeski, Martin and Wood";"10";"12";"1234"
"Dam~Ru";"1";"1";"5662"
"PREMIERE: Rouge Mécanique";"1";"1";"5663"
"Fruit Merchant";"1";"1";"5664"
"deucio | 613";"1";"1";"5665"
"Dorian Concept";"7";"8";"1779"
"Nikosh";"6";"9";"1612"
"Vakula";"126";"463";"4"
"Dusty Baron";"20";"26";"537"
"GUY ONE";"3";"3";"3436"
"Bileo";"2";"10";"1487"
"Wendo";"1";"2";"4212"
"Energy 52";"1";"3";"3437"
"Electric Wire Hustle";"1";"1";"5666"
"Rhythm";"1";"1";"5667"
"Peven Everett";"4";"9";"1613"
"Bad Jazz Troupe";"1";"1";"5668"
"Rick Poppa Howard";"2";"2";"4213"
"Stone";"2";"5";"2512"
"Fred P";"5";"12";"1235"
"Creative Swing Alliance";"1";"1";"5669"
"Geraldo Pino";"1";"1";"5670"
"Philippe Sarde";"1";"1";"5671"
"Robert Hood";"1";"1";"5672"
"Arts";"1";"1";"5673"
"Motor City Drum Ensemble";"8";"10";"1488"
"Aphex Twin";"9";"21";"688"
"Recloose";"4";"6";"2245"
"Jon and Roy";"1";"1";"5674"
"Bacao Rhythm & Steel Band";"20";"56";"250"
"Willie West";"2";"9";"1614"
"Talos";"2";"3";"3438"
"Franz Ferdinand";"1";"1";"5675"
"Nufrequency";"2";"11";"1354"
"Wildflower";"2";"3";"3439"
"Hercules & Love Affair";"1";"5";"2513"
"Khalab";"2";"3";"3440"
"captures";"1";"7";"1981"
"kilchhofer";"5";"8";"1780"
"Chilly Gonzales";"36";"102";"108"
"Knapsack";"1";"1";"5676"
"Silvia Kastel";"2";"2";"4214"
"Martha Van Straaten";"15";"60";"225"
"Jan Schulte";"2";"3";"3441"
"Jantronix Schulte";"2";"4";"2906"
"Scannerfunk";"10";"14";"1039"
"Budakid";"1";"1";"5677"
"Stephen Encinas";"2";"4";"2907"
"Gwen McCrae";"2";"4";"2908"
"Boo Williams";"3";"3";"3442"
"FCL";"1";"1";"5678"
"Steve Spacek";"6";"7";"1982"
"DrumTalk";"2";"6";"2246"
"Lorna";"1";"1";"5679"
"Immaculate Rivombo";"1";"1";"5680"
"Asha Bhosle";"2";"2";"4215"
"Mor Elian";"4";"13";"1133"
"Robot Heart";"1";"1";"5681"
"Kadebostan";"1";"2";"4216"
"Baba Zula";"6";"10";"1489"
"Mike Steva";"1";"3";"3443"
"Actress";"7";"11";"1355"
"Yussef Dayes";"23";"92";"129"
"Solange";"1";"5";"2514"
"DJ Khalab";"10";"71";"179"
"Loft";"2";"2";"4217"
"Me and My Friends";"9";"18";"815"
"Falke";"1";"1";"5682"
"Insight the Truncator";"2";"2";"4218"
"Dirty Projectors";"2";"3";"3444"
"William Florelle";"4";"8";"1781"
"Shye Ben Tzur";"3";"3";"3445"
"The Field";"1";"2";"4219"
"Kiki Gyan";"2";"5";"2515"
"John Coltrane";"4";"4";"2909"
"Let's Eat Grandma";"2";"2";"4220"
"Kamal Keila";"2";"5";"2516"
"Tony Allen & Jeff Mills";"9";"20";"727"
"De Leon";"1";"1";"5683"
"Harmonious Thelonious";"4";"5";"2517"
"Michael Beharie";"3";"3";"3446"
"Le Croque";"1";"3";"3447"
"SHIMZA";"1";"1";"5684"
"Bayta Ag Bay";"1";"1";"5685"
"Abdoulaye Cisse";"1";"1";"5686"
"Sory Bamba";"1";"1";"5687"
"Alèmayèhu Eshèté";"2";"7";"1983"
"Townes Van Zandt";"1";"3";"3448"
"Wallace Collection";"1";"3";"3449"
"Zelia Barbosa";"1";"3";"3450"
"Cleveland";"1";"2";"4221"
"Leila Pinheiro";"1";"5";"2518"
"Rhythm Section INTL";"1";"1";"5688"
"Quixosis";"31";"50";"285"
"Mark Rae";"3";"9";"1615"
"André Melo";"1";"1";"5689"
"A2. L_cio";"1";"1";"5690"
"dekmantel";"6";"9";"1616"
"Karl Hector & The Malcouns";"11";"31";"444"
"Mighty Mo Rodgers";"6";"6";"2247"
"Umeme Afrorave";"1";"1";"5691"
"Tenderlonious";"20";"43";"322"
"Ponzu Island";"1";"3";"3451"
"Ben Hauke";"31";"259";"18"
"Wayne Snow";"11";"29";"479"
"Komon";"5";"11";"1356"
"Harvey Sutherland";"10";"13";"1134"
"Chez Damier";"3";"4";"2910"
"Bobby Mann";"1";"1";"5692"
"Jesse Gould";"1";"1";"5693"
"Hudson People";"1";"23";"616"
"Session Victim";"53";"168";"47"
"Cheops";"1";"2";"4222"
"La Banda de Martin";"1";"2";"4223"
"DENIS MPUNGA & PAUL K.";"1";"6";"2248"
"Martyn";"8";"19";"767"
"Penguin Cafe Orchestra";"7";"27";"514"
"Di Melo";"12";"26";"538"
"Max Graef";"20";"37";"379"
"Tutu Atrash";"7";"21";"689"
"N C C U";"1";"3";"3452"
"Larry Maluma";"1";"5";"2519"
"Creative Arts Ensemble";"1";"1";"5694"
"Wilfred Percussion";"1";"2";"4224"
"Mike Fabulous";"2";"9";"1617"
"Cosmos Universal Band";"1";"2";"4225"
"Los Hermanos";"1";"1";"5695"
"Ezy & Isaac";"1";"3";"3453"
"Kosmik 3";"2";"8";"1782"
"Feladey";"1";"9";"1618"
"Acayouman";"2";"3";"3454"
"J.K. Mandengué";"1";"2";"4226"
"The Staple Singers";"1";"2";"4227"
"Brother Resistance";"2";"12";"1236"
"Legacy";"1";"4";"2911"
"Medlar";"1";"1";"5696"
"Kenny Burrell";"11";"12";"1237"
"Groovestyle";"1";"3";"3455"
"Mindchime Featuring Isi Samuel";"1";"3";"3456"
"The Groove Monster";"1";"2";"4228"
"DJ Tools & Co";"1";"2";"4229"
"Granite";"1";"3";"3457"
"Motor City Drum Ensemble and Jeremy Underground";"1";"2";"4230"
"Mighty Shadow";"1";"1";"5697"
"Kiki Hitomi";"1";"4";"2912"
"Ratgrave";"10";"15";"984"
"Eevee";"1";"1";"5698"
"Djrum";"6";"11";"1357"
"Fat Freddy's Drop";"7";"13";"1135"
"Bastion";"1";"1";"5699"
"The One 'O' Ones";"1";"1";"5700"
"The Clean Hands Group";"1";"1";"5701"
"Metal Voices";"1";"2";"4231"
"Kathy Kosins";"1";"1";"5702"
"Cotonete";"6";"27";"515"
"Kip Hanrahan";"1";"1";"5703"
"Freeez";"1";"1";"5704"
"Velvet Hammer";"1";"3";"3458"
"Paul Johnson";"1";"1";"5705"
"Cro-Magnon";"2";"8";"1783"
"Grooveman Spot";"1";"1";"5706"
"Material";"2";"4";"2913"
"Triforce";"1";"1";"5707"
"Themes For Great Cities";"1";"1";"5708"
"Métron";"1";"1";"5709"
"TFGC015";"1";"1";"5710"
"Nelly Furtado";"1";"1";"5711"
"b";"1";"1";"5712"
"Asa Moto";"1";"2";"4232"
"Devon Russell";"1";"6";"2249"
"Donnacha Costello";"1";"1";"5713"
"Nahawa Doumbia";"2";"6";"2250"
"Bruno Pernadas";"7";"14";"1040"
"bottle tree";"2";"4";"2914"
"Owiny Sigoma Band";"5";"14";"1041"
"Ron Trent";"11";"23";"617"
"Lonnie Liston Smith & The Cosmic Echoes";"8";"8";"1784"
"Django Django";"2";"2";"4233"
"Workdub";"16";"26";"539"
"Michal Turtle";"4";"10";"1490"
"Dub Oven";"3";"3";"3459"
"Vincent";"4";"5";"2520"
"Leon Lowman";"6";"7";"1984"
"Helena Hauff";"4";"5";"2521"
"Das Kraftfuttermischwerk";"1";"1";"5714"
"Christopher";"1";"2";"4234"
"Nostrum Grocers";"10";"14";"1042"
"Orquesta De Las Nubes";"8";"10";"1491"
"O/Y";"20";"71";"180"
"Chaino";"1";"1";"5715"
"Arthur Lyman";"1";"1";"5716"
"Esquivel";"1";"1";"5717"
"Bailey's Nervous Kats";"1";"1";"5718"
"Nicky Roberts";"1";"1";"5719"
"Rhonda Fleming";"1";"1";"5720"
"Yma Sumac";"1";"1";"5721"
"Artie Barsamian";"1";"1";"5722"
"Sam O.B.";"1";"2";"4235"
"Tape Loops";"1";"1";"5723"
"Dee Edwards";"2";"3";"3460"
"Gloria Jay";"2";"2";"4236"
"Linda Jones";"1";"1";"5724"
"Timeless Legend";"1";"6";"2251"
"Syreeta";"1";"1";"5725"
"Roger Damawuzan";"2";"2";"4237"
"Birthday Boy";"1";"1";"5726"
"Death Cab for Cutie";"1";"1";"5727"
"Dita Von Teese";"1";"1";"5728"
"Oliver Koletzki";"2";"3";"3461"
"Sampology";"19";"52";"268"
"Floyd Lavine";"2";"2";"4238"
"Re.You";"1";"2";"4239"
"Susumu Yokota";"33";"108";"101"
"Vincenzo Bellini";"2";"13";"1136"
"Teddy Lasry";"1";"5";"2522"
"Etlan";"1";"1";"5729"
"Stray";"1";"1";"5730"
"Claudia";"1";"3";"3462"
"Kanye West";"1";"1";"5731"
"Log(M)";"1";"1";"5732"
"Amado Maita";"5";"5";"2523"
"King Cats";"1";"1";"5733"
"D.K.";"12";"21";"690"
"Duval Timothy";"15";"24";"584"
"Klaus Johann Grobe";"3";"4";"2915"
"Glue Trip";"6";"9";"1619"
"Herbie Hancock";"18";"23";"618"
"Majid Bekkas";"3";"7";"1985"
"Heerlesn Percussie Ensemble";"1";"1";"5734"
"Jeremy Hyman";"1";"1";"5735"
"Joubert Singers";"1";"2";"4240"
"Marumo";"1";"3";"3463"
"Bosq";"21";"53";"262"
"Joyce";"1";"1";"5736"
"Chain Reaction";"1";"1";"5737"
"Brooklyn Express";"1";"1";"5738"
"Don Armando's Second Avenue Rhumba Band";"1";"1";"5739"
"Gichy Dan";"1";"1";"5740"
"Gino Soccio";"1";"2";"4241"
"Alex M.";"1";"2";"4242"
"Gary's Gang";"1";"1";"5741"
"Kerri Chandler";"4";"5";"2524"
"Roger Thornhill";"1";"2";"4243"
"Pure Energy";"1";"1";"5742"
"Instra:mental";"1";"1";"5743"
"Two Man Sound";"1";"1";"5744"
"G.U.";"1";"1";"5745"
"Susobrino";"4";"6";"2252"
"The Band That Never Met";"1";"2";"4244"
"DJ Sotofett";"2";"2";"4245"
"DJ Sotofett & Jesse";"2";"2";"4246"
"Jeremy Underground";"1";"3";"3464"
"Aaron Arce";"1";"1";"5746"
"Bipo";"1";"1";"5747"
"University Of Love";"1";"1";"5748"
"DJ Trax";"1";"2";"4247"
"NatureBoy";"1";"1";"5749"
"Dose of Paradise";"1";"1";"5750"
"Project Democracy";"1";"1";"5751"
"Level 3";"1";"1";"5752"
"Manhattan Project";"1";"2";"4248"
"Bugge Wesseltoft";"5";"9";"1620"
"Captain Planet";"21";"53";"263"
"Bonga";"51";"70";"185"
"Pele";"1";"6";"2253"
"Yak";"1";"3";"3465"
"Al Doum & The Faryds";"2";"2";"4249"
"Dwig";"1";"2";"4250"
"Alef";"1";"2";"4251"
"Recondite";"2";"2";"4252"
"Romperayo";"4";"4";"2916"
"Tomat Petrella";"2";"2";"4253"
"4TLR";"13";"26";"540"
"Haraket";"1";"1";"5753"
"Reinen";"1";"11";"1358"
"deem spencer";"1";"1";"5754"
"AbJo";"1";"2";"4254"
"Swarvy";"8";"12";"1238"
"Priests";"1";"5";"2525"
"Loona Dae";"1";"2";"4255"
"Frazelle";"2";"3";"3466"
"△▃△▓";"1";"3";"3467"
"Alex Johnson";"3";"18";"816"
"Iasos";"20";"212";"28"
"Yas-Kaz";"2";"10";"1492"
"J.D. Emmanuel";"3";"9";"1621"
"Don Slepian";"5";"177";"43"
"Hot Slot Machine";"1";"10";"1493"
"Adam Port";"8";"30";"463"
"Birds and insects of the Berok River";"1";"1";"5755"
"Archie Shepp";"1";"1";"5756"
"Binker and Moses";"4";"5";"2526"
"Kenny Cox";"1";"2";"4256"
"Yusef Lateef";"4";"6";"2254"
"Laurent Garnier";"6";"17";"871"
"WVR BVBY";"5";"5";"2527"
"Antonin";"1";"2";"4257"
"Landhouse";"9";"19";"768"
"dictaphone";"3";"48";"295"
"The Expansions";"8";"24";"585"
"FaltyDL";"7";"13";"1137"
"Tee Mango";"3";"13";"1138"
"Deadboy";"2";"5";"2528"
"Marquis Hawkes";"3";"5";"2529"
"Nathan Micay";"1";"3";"3468"
"Sei A";"4";"9";"1622"
"Appleblim";"2";"3";"3469"
"Juxta Position";"1";"2";"4258"
"Gerd";"1";"2";"4259"
"Primitive Trust";"1";"2";"4260"
"Pearson Sound";"4";"7";"1986"
"Youandewan";"10";"19";"769"
"Ben Lukas Boysen";"6";"12";"1239"
"Bing & Ruth";"4";"7";"1987"
"Bxentric";"1";"1";"5757"
"Geotic";"1";"1";"5758"
"Agrippa";"1";"1";"5759"
"Deapmash";"1";"1";"5760"
"Burnski";"1";"1";"5761"
"Tenebre";"1";"1";"5762"
"Lusine";"2";"3";"3470"
"Donato Dozzy";"6";"58";"235"
"Batu";"2";"5";"2530"
"Locussolus";"1";"4";"2917"
"Idjut Boys";"1";"8";"1785"
"Rheinzand";"1";"5";"2531"
"The Project Club";"1";"4";"2918"
"DJ Pippi";"2";"16";"930"
"No ID";"1";"3";"3471"
"Gatto Fritto";"1";"3";"3472"
"Eric Duncan";"1";"3";"3473"
"Walton";"2";"4";"2919"
"Kalbata";"3";"7";"1988"
"Freddie Gibbs";"1";"1";"5763"
"Kirk Knight";"1";"1";"5764"
"Scanner";"1";"1";"5765"
"MBONGWANA STAR";"2";"3";"3474"
"Jim-E Stack";"1";"1";"5766"
"Gold Panda";"5";"8";"1786"
"Fatima Yamaha";"5";"14";"1043"
"Hundred Waters";"1";"1";"5767"
"IAMNOBODI";"2";"3";"3475"
"Westerman";"3";"4";"2920"
"Archy Marshall";"1";"1";"5768"
"Mark Pritchard";"15";"34";"411"
"30/70";"10";"24";"586"
"Mount Kimbie";"9";"20";"728"
"Dark Sky";"4";"22";"656"
"Anthony Naples";"14";"25";"560"
"Instupendo";"1";"1";"5769"
"Lord Echo";"36";"93";"128"
"Kadhja Bonet";"6";"28";"499"
"Floating Points";"30";"90";"134"
"Sam Gellaitry";"2";"2";"4261"
"Lars Bartkuhn";"1";"1";"5770"
"Graeme Miller";"1";"1";"5771"
"Tala Vala";"9";"21";"691"
"Otto Totland";"4";"18";"817"
"K-Lone";"8";"23";"619"
"Weedy of 40 Winks";"1";"2";"4262"
"Forest Swords";"13";"26";"541"
"Otzeki";"1";"3";"3476"
"Levon Vincent";"3";"3";"3477"
"Talismann";"1";"1";"5772"
"Barda";"3";"9";"1623"
"Neneh Cherry";"24";"136";"68"
"Third Wave";"1";"1";"5773"
"L'Rain";"23";"121";"80"
"Marijus Aleksa";"5";"58";"236"
"Kingsley Ibeneche";"19";"55";"258"
"ONIPA";"31";"83";"150"
"Barker";"3";"3";"3478"
"Anna Calvi";"18";"100";"111"
"Tolouse Low Trax";"3";"7";"1989"
"Y-Bayani";"1";"1";"5774"
"Great Time";"15";"24";"587"
"Flora";"8";"11";"1359"
"Saib";"4";"4";"2921"
"Geju";"7";"57";"245"
"Per Tjernberg";"9";"21";"692"
"Melt Yourself Down";"2";"2";"4263"
"Jaubi";"5";"26";"542"
"Hunee";"4";"18";"818"
"Basecamp";"1";"1";"5775"
"Jex Opolis";"1";"1";"5776"
"Robohands";"14";"53";"264"
"Jonny Faith";"5";"12";"1240"
"Jamie Isaac";"10";"26";"543"
"Duke Hugh";"23";"131";"74"
"Billy Woods";"9";"15";"985"
"Mark Barrott";"4";"10";"1494"
"Fantaz";"2";"3";"3479"
"felicita";"10";"13";"1139"
"Forma";"1";"1";"5777"
"Lawrence Hart";"3";"6";"2255"
"O'Flynn";"33";"266";"17"
"Sam Gendel";"12";"28";"500"
"Kleintierschaukel";"4";"7";"1990"
"Carlomarco";"1";"3";"3480"
"Hank Jackson";"1";"2";"4264"
"David Mayer";"1";"1";"5778"
"Louie Vega";"4";"8";"1787"
"Blaze";"1";"1";"5779"
"Julien Jabre";"1";"1";"5780"
"Ian Pooley";"4";"9";"1624"
"Quim Manuel O Espirito Santo";"2";"4";"2922"
"Luciano";"1";"1";"5781"
"Jimpster";"2";"3";"3481"
"Joe Corti";"1";"1";"5782"
"Thatmanmonkz";"1";"1";"5783"
"Robert Owens";"2";"3";"3482"
"Joeski";"1";"1";"5784"
"G Club";"1";"1";"5785"
"DJ Gregory";"1";"1";"5786"
"The Stone Roses";"1";"1";"5787"
"Jacob Gurevitsch";"1";"1";"5788"
"The Swan & The Lake";"1";"3";"3483"
"RUF DUG";"3";"7";"1991"
"Al Massrieen";"1";"2";"4265"
"Saul Williams";"1";"2";"4266"
"Nico Stojan";"2";"2";"4267"
"The Comet Is Coming";"6";"13";"1140"
"EARTH BOYS";"9";"20";"729"
"Harold Budd";"10";"30";"464"
"Frank Perry";"1";"7";"1992"
"environments";"7";"77";"163"
"David Casper";"3";"82";"153"
"Joanna Brouk";"5";"27";"516"
"Hidden Spheres";"16";"46";"304"
"Soundspecies & Ache Meyi";"1";"4";"2923"
"Vula Viel";"1";"1";"5789"
"Crewdson";"1";"1";"5790"
"Zun Zun Egui";"1";"2";"4268"
"Sebastian Rochford";"1";"1";"5791"
"Ayani Huni Kuin";"1";"2";"4269"
"Szun Waves";"6";"6";"2256"
"Rejoicer";"5";"12";"1241"
"Werkha";"40";"113";"91"
"GATS";"3";"7";"1993"
"Alban Endlos";"9";"17";"872"
"tomanka";"1";"1";"5792"
"Santi D";"1";"1";"5793"
"Christian Scott aTunde Adjuah";"2";"2";"4270"
"Rob Araujo";"1";"1";"5794"
"Free the Robots";"2";"3";"3484"
"Normanton Street";"1";"1";"5795"
"MIND GAMERS";"2";"2";"4271"
"Tim Maia";"3";"9";"1625"
"Karavan";"14";"25";"561"
"Connan Mockasin";"3";"4";"2924"
"Augustus Pablo";"3";"5";"2532"
"Zazou Bikaye";"2";"2";"4272"
"Big Youth";"2";"2";"4273"
"Malombo";"1";"1";"5796"
"Sublevel 3";"1";"1";"5797"
"Richard Purser Featuring Daniel Double";"1";"1";"5798"
"Dionne";"1";"1";"5799"
"Techno Soul";"1";"1";"5800"
"avroarrow";"1";"2";"4274"
"Man Tear";"1";"4";"2925"
"Lukas Nystrand Von Unge";"2";"6";"2257"
"Off The Meds";"2";"13";"1141"
"Baba Stiltz";"9";"24";"588"
"Adrian Lux";"1";"3";"3485"
"Bella Boo";"24";"76";"166"
"Sofia Kourtesis";"18";"44";"315"
"Al Zanders";"2";"7";"1994"
"Madison McFerrin";"4";"7";"1995"
"Panthera Krause";"8";"16";"931"
"Nhú de Ped'Bia";"1";"2";"4275"
"Pedrinho";"2";"2";"4276"
"Tulipa Negra";"1";"1";"5801"
"Manuel Gomes";"1";"1";"5802"
"Val Xalino";"1";"1";"5803"
"Magnus JJ";"1";"9";"1626"
"Te'Amir";"19";"56";"251"
"Garrett";"3";"3";"3486"
"Scott Xylo";"18";"49";"289"
"Marcus Joseph";"6";"13";"1142"
"Siaubas";"1";"1";"5804"
"Simple Symmetry";"1";"1";"5805"
"A Macaca & Gama";"4";"14";"1044"
"SPIRAL DELUXE";"15";"33";"421"
"Little People";"3";"4";"2926"
"DJ Seinfeld";"4";"23";"620"
"Scott Gilmore";"3";"5";"2533"
"Hanni El Khatib";"1";"2";"4277"
"De Frank Professionals";"1";"2";"4278"
"Kelsey Lu";"1";"1";"5806"
"AMyn";"1";"1";"5807"
"DJ ClicK";"2";"2";"4279"
"VESCE";"1";"1";"5808"
"Gil Scott-Heron";"3";"3";"3487"
"Git";"1";"2";"4280"
"l'éclair";"6";"14";"1045"
"Isabelle Mayereau";"2";"3";"3488"
"Doug Hream Blunt";"1";"1";"5809"
"Pharoah Sanders";"3";"8";"1788"
"Wally Badarou";"1";"1";"5810"
"Lee ""Scratch"" Perry";"1";"1";"5811"
"Ayalew Mesfin";"1";"1";"5812"
"Yamasuki";"1";"2";"4281"
"Sandy B";"3";"8";"1789"
"Tabala";"2";"2";"4282"
"Azymuth";"5";"12";"1242"
"Tartit";"1";"1";"5813"
"Bally Sagoo";"1";"1";"5814"
"Cutty Ranks";"1";"1";"5815"
"The Heptones";"1";"1";"5816"
"Vybz Kartel";"1";"1";"5817"
"Tommy McCook";"2";"2";"4283"
"Black Uhuru";"1";"1";"5818"
"Ata Kak";"1";"1";"5819"
"Dur-Dur Band";"2";"3";"3489"
"Ramuntcho Matta";"1";"1";"5820"
"Basa Basa";"2";"3";"3490"
"Amanaz";"2";"4";"2927"
"Asnaké Gèbrèyès";"1";"1";"5821"
"Dave Liebman";"1";"1";"5822"
"Momo Wandel Soumah";"2";"4";"2928"
"Capital Letters";"1";"1";"5823"
"Matoub Lounès";"1";"1";"5824"
"Johnny Wakelin";"1";"1";"5825"
"? and the Mysterians";"1";"1";"5826"
"Louiz Banks";"1";"2";"4284"
"Carlos Maria";"1";"3";"3491"
"Chaka Demus & Pliers";"1";"1";"5827"
"Antonio Sanches";"1";"4";"2929"
"Adjágas";"1";"1";"5828"
"Tommy Mandel";"2";"2";"4285"
"Talking Heads";"2";"2";"4286"
"Lou Blic";"1";"1";"5829"
"T.P. Orchestre Poly-Rythmo";"2";"2";"4287"
"Roberto Fonseca";"1";"1";"5830"
"Mystica Tribe";"1";"1";"5831"
"Alfio Antico";"1";"1";"5832"
"Pete Beardsworth";"1";"1";"5833"
"Nu Guinea";"13";"30";"465"
"Ground";"1";"1";"5834"
"DWART";"1";"2";"4288"
"Emo Kid";"1";"2";"4289"
"Pitto";"2";"18";"819"
"Kaleido";"7";"59";"229"
"YASUO SUGIBAYASHI";"1";"2";"4290"
"Internal N.Y. Rhythms";"1";"1";"5835"
"moonilena";"1";"1";"5836"
"Paradise Alley";"1";"3";"3492"
"Pedrodollar";"1";"1";"5837"
"Superpitcher";"30";"88";"139"
"Whispers Beirut";"1";"1";"5838"
"Torolf Stendik";"1";"1";"5839"
"Thomas & Jonas";"1";"1";"5840"
"Qaadir Howard";"1";"5";"2534"
"Lucius";"1";"1";"5841"
"The Flaming Lips";"1";"1";"5842"
"Rapossa";"19";"57";"246"
"Ranno Vollman";"1";"1";"5843"
"Jackson Lewis";"1";"1";"5844"
"Christos Fourkis";"1";"1";"5845"
"Lemurian";"1";"1";"5846"
"Omerar Nanda";"1";"1";"5847"
"Yohoros";"1";"1";"5848"
"Tevo Howard";"2";"8";"1790"
"Seven Davis Jr.";"1";"1";"5849"
"Aybee";"1";"2";"4291"
"Hieroglyphic Being";"6";"11";"1360"
"Kassem Mosse";"2";"4";"2930"
"Frangie";"1";"3";"3493"
"K&F";"1";"2";"4292"
"Lana Del Rey";"2";"7";"1996"
"Chicano Batman";"3";"5";"2535"
"Brzzvll";"6";"8";"1791"
"Noname";"11";"11";"1361"
"Akua Naru";"1";"1";"5850"
"soundspecies";"9";"14";"1046"
"Shinichi Atobe";"2";"2";"4293"
"DJ Call Me";"1";"1";"5851"
"Errorsmith";"2";"3";"3494"
"Grupo Controle Digital";"1";"2";"4294"
"Bullion";"7";"29";"480"
"Costa & Chyps";"1";"2";"4295"
"ɹǝqüɟdoʞkopfüber";"2";"3";"3495"
"LIVE im salon_286831970";"1";"1";"5852"
"Landikhan";"1";"1";"5853"
"Roberto Rodriguez";"1";"3";"3496"
"Street Corner Symphony";"1";"2";"4296"
"Bernardo";"1";"1";"5854"
"Red Axes";"7";"28";"501"
"Doc Severinsen";"2";"2";"4297"
"RUNE LINDBÆK";"1";"1";"5855"
"BLUE CAMERA";"1";"1";"5856"
"Ron Rinaldi";"1";"2";"4298"
"Nucleus";"1";"2";"4299"
"Al Wilson";"1";"2";"4300"
"Maureen Bailey";"1";"2";"4301"
"Fein";"1";"2";"4302"
"June Evans";"1";"2";"4303"
"Starcrost";"1";"1";"5857"
"Aldous Harding";"4";"19";"770"
"Just Emma";"1";"1";"5858"
"Foreign Guest";"1";"1";"5859"
"Ameli Paul";"1";"1";"5860"
"Bedouin";"2";"5";"2536"
"Y. Gershovsky";"1";"2";"4304"
"The Lyman Woodard Organization";"1";"1";"5861"
"Stevie Wonder";"6";"7";"1997"
"Groove Committee";"1";"3";"3497"
"Agua Re";"1";"1";"5862"
"Terrence Parker";"3";"3";"3498"
"B.T. Express";"1";"1";"5863"
"Robson Jorge & Lincoln Olivetti";"1";"1";"5864"
"Teddy Pendergrass";"2";"2";"4305"
"Agrupacion Ilegal Los Imparciales";"4";"9";"1627"
"Jonny Drop";"13";"60";"226"
"Your Planet Is Next";"3";"6";"2258"
"Julien Dyne";"34";"77";"164"
"Christian Löffler";"19";"25";"562"
"Aera";"15";"23";"621"
"Jonny Nash";"6";"13";"1143"
"Lowbrow";"1";"1";"5865"
"Pastor T.L. Barrett and The Youth for Christ Choir";"1";"2";"4306"
"Autumn";"1";"1";"5866"
"Madman Jaga";"1";"3";"3499"
"Bernard bonnier";"1";"1";"5867"
"Peter Power";"18";"31";"445"
"Supermax";"1";"1";"5868"
"Siriusmo";"1";"1";"5869"
"Bernard Estardy";"1";"2";"4307"
"Joe Meek & The Blue Men";"1";"6";"2259"
"CLAUDE PERRAUDIN";"1";"1";"5870"
"Shadow";"7";"20";"730"
"Robin Gibb";"1";"1";"5871"
"Prince";"5";"7";"1998"
"Rex Rabanye";"1";"1";"5872"
"Jorge Reyes";"7";"32";"433"
"Raphael Toiné";"1";"1";"5873"
"Joe Gray";"1";"2";"4308"
"Cottam";"1";"2";"4309"
"Jabru";"1";"2";"4310"
"Lrusse";"1";"2";"4311"
"Will Saul";"4";"7";"1999"
